# code	word	layer	freq_score
# generated by wubi-build-weights — DO NOT EDIT BY HAND. Regenerate via:
#   cargo run --features tools --release --bin wubi-build-weights
nhty	收入	1	33658
nhud	收养	1	25651
nhud	眉头	1	19102
nhud	𦎨	0	0
nhue	疏剪	1	0
nhug	蛋羹	1	9342
nhui	疏阔	1	0
nhuj	收音	1	25324
nhum	眉端	1	0
nhuq	收效	1	18135
nhuw	收益	1	26312
nhvg	眉目如画	1	0
nhvh	舝	0	0
nhvh	𤛉	0	0
nhvi	收录	1	22751
nhvj	𧕱	0	0
nhvn	𠚨	0	0
nhvn	𥊟	0	0
nhvp	𨘇	0	0
nhvr	𢮟	0	0
nhw	惧	3	27924
nhwa	眉黛	1	0
nhwf	收付	1	7667
nhwg	收敛	1	23013
nhwn	眉目传情	1	8490
nhwo	鶥	0	0
nhwo	𪀑	0	0
nhwr	收件	1	19812
nhws	𠁫	0	0
nhww	心上人	1	19605
nhwx	收货	1	16508
nhwy	悼念	1	23688
nhwy	惧	0	27924
nhwy	收集	1	31225
nhxj	收费	1	26365
nhxm	收纳	1	16328
nhxn	𢚉	0	0
nhxp	收缩	1	23648
nhxr	收缴	1	17896
nhxy	收编	1	16319
nhy	疏	3	28052
nhya	以此为荣	1	13868
nhyb	疏离	1	16965
nhyh	快餐店	1	21130
nhyj	收齐	1	9342
nhyl	𥌙	0	0
nhym	收市	1	24636
nhyn	悼词	1	17371
nhyq	疏	0	28052
nhys	收订	1	0
nhyt	收放	1	15696
nhyt	收讫	1	0
nhyv	疏朗	1	8841
nhyy	悼文	1	11809
ni	悄	4	26772
niad	恍若	1	13470
nibm	𡲬	0	0
nici	惊涛骇浪	1	16814
nidm	尿布	1	23517
nie	悄	3	25659
nieb	𪙌	0	0
nied	屑	0	22878
nieg	悄	0	25659
nieq	以少胜多	1	10269
nifb	发源地	1	20340
nifd	飞沙走石	1	12312
nifn	悄声	1	12685
nifp	尿壶	1	15181
nigg	惊鸿一现	1	0
nign	𢚽	0	0
nigu	惊鸿一瞥	1	8563
nigx	尿素	1	17913
nihc	𢽜	0	0
nihi	尿频	1	8973
niht	眉清目秀	1	7175
nii	尿	3	28745
nii	氹	3	14098
niid	以泪洗面	1	11529
niih	𢡾	0	0
niii	心潮澎湃	1	16688
niii	𡲘	0	0
niij	尿湿	1	11593
niim	戳脊梁骨	1	11225
niio	恒河沙数	1	0
niit	𡱳	0	0
niiu	懒洋洋	1	15503
niiy	尿液	1	19476
nijf	𢟗	0	0
nijg	䎓	0	0
nilc	𣀻	0	0
nili	劈波斩浪	1	15193
nilj	劚	0	13281
nilj	屬	0	32478
nilk	𢞮	0	0
nilo	𪈺	0	0
nilq	丑小鸭	1	13067
nilr	斸	0	0
nilt	𣀼	0	0
nilw	𣥀	0	0
nim	惝	3	0
nimd	以小见大	1	13746
nimk	惝	0	0
nimt	𢠵	0	0
nimt	𦒚	0	0
ning	恍悟	1	0
nini	悄悄	1	26588
ninm	𡲶	0	0
ninn	慨当以慷	1	0
ninp	𨙈	0	0
ninq	恍惚	1	19999
nioy	尿炕	1	0
nipe	书法家	1	18460
nipf	憆	0	0
niph	悄寂	1	0
nipi	𨓪	0	0
nipm	𢤗	0	0
nipo	戃	0	0
niq	恍	3	20666
niqb	悩	0	0
niqd	恍然	1	18586
niqd	悄然	1	21450
niqe	犀角	1	11009
niqi	尼泊尔	1	20813
niqk	𡳏	0	0
niqn	恌	0	0
niqn	恍	0	20666
niqv	𡱘	0	0
niqv	𡱜	0	0
niqy	犀鸟	1	12779
nir	犀	3	22535
nirh	犀	0	22535
nirh	犀牛	1	22180
nirj	㓾	0	0
nirk	心浮气躁	1	14052
nirp	遲	0	27233
nisc	尿桶	1	8262
nisg	尿酸	1	18070
niss	惊堂木	1	0
nisw	尿检	1	13088
nite	𠃣	0	0
nith	𢜫	0	0
nitj	犀利	1	22234
nitl	尿血	1	13919
nitn	𡱤	0	0
nitn	𣭼	0	0
nitq	𢝚	0	0
nity	𢽷	0	0
niuf	尿闭	1	0
niuh	𨐛	0	0
niui	情深意浓	1	0
niuk	心满意足	1	18813
niut	尿道	1	17257
nivc	𢟖	0	0
nivd	𡝼	0	0
nivk	恍如	1	17160
nivp	𨖔	0	0
nivv	𡱧	0	0
niwe	𡲺	0	0
niwe	𩛻	0	0
niwi	情深似海	1	11430
niwn	以小人之心	1	7667
nixa	惨淡经营	1	7667
nixx	𡲩	0	0
niy	𠃝	0	0
niy	𢖹	0	0
niy	𢗷	0	0
niys	尿床	1	19576
nj	慢	4	34286
njad	悍匪	1	15789
njai	懪	0	0
njao	𤌮	0	0
njay	𢥑	0	0
njbc	𢢇	0	0
njbo	𢥟	0	0
njc	悭	3	6903
njce	悍勇	1	8705
njcf	悭	0	6903
njcn	悍马	1	17501
njd	𡰶	0	0
njd	𣄽	0	0
njd	𣅩	0	0
njdf	𢢳	0	0
njdg	发电厂	1	20747
njds	展览厅	1	12338
njeg	𢛡	0	0
njeg	𢜠	0	0
njet	慢用	1	19427
njf	悍	3	23334
njfg	悝	0	12925
njfh	悍	0	23334
njfn	𢚹	0	0
njfo	飞蛾赴火	1	0
njg	怛	3	15525
njgf	㥂	0	0
njgg	怛	0	15525
njgh	惿	0	0
njgh	翨	0	0
njgh	𦑧	0	0
njgk	慢速	1	18031
njgp	心照不宣	1	16591
njgr	愓	0	0
njgy	𤧤	0	0
njhg	丱	0	0
njhg	𢝌	0	0
njhh	𢘊	0	0
njhi	慢步	1	11779
njhk	慢点	1	26566
njhw	𠇿	0	0
njhy	心明眼亮	1	0
njiq	愰	0	0
njjg	𢛽	0	0
njjj	以暴易暴	1	12589
njjj	𢥞	0	0
njjj	𧒢	0	0
njjl	𢦃	0	0
njkh	慢跑	1	20323
njkk	展览品	1	10269
njkl	慢咽	1	14653
njl	慢	3	32861
njlc	慢	0	32861
njlg	愠	0	8601
njlg	慢车	1	15022
njlt	心电图	1	18183
njly	𢢔	0	0
njmn	㦙	0	0
njmo	𢥶	0	0
njmp	𢡎	0	0
njmy	㥥	0	0
njng	憬悟	1	0
njng	𢞠	0	0
njng	𦑼	0	0
njnj	慢慢	1	33038
njnr	怪里怪气	1	12801
njnt	慢性	1	25098
njnw	惺忪	1	13564
njnx	慌里慌张	1	8101
njoo	慢火	1	13527
njpe	发明家	1	20370
njpn	心旷神怡	1	14350
njq	惕	3	24263
njqc	愠色	1	0
njqd	悍然	1	13527
njqi	尼日尔	1	13969
njqn	展览馆	1	18334
njqn	愒	0	0
njqr	惕	0	24263
njqr	𡱿	0	0
njqw	𢢚	0	0
njqy	㤤	0	0
njro	飞蛾扑火	1	11082
njsi	𡱼	0	0
njsm	发电机	1	23814
njsr	慢板	1	15157
njsy	惈	0	0
njt	惺	3	18976
njta	惊蛇入草	1	0
njta	𢛿	0	0
njtf	慢待	1	0
njtg	尼日利亚	1	20428
njtg	惺	0	18976
njug	情景交融	1	9457
njuh	发电站	1	18591
njuq	悍将	1	13710
njvc	愠怒	1	0
njvv	悍妇	1	15205
njwf	展览会	1	19431
njwr	慢件	1	0
njwu	忙里偷闲	1	10657
njwy	习题集	1	0
njxn	𢙃	0	0
njxr	𦐪	0	0
njxt	䎈	0	0
njxt	𢘽	0	0
njxx	惃	0	0
njxy	𢚕	0	0
njy	憬	3	20380
njy	𢘷	0	0
njyi	憬	0	20380
njyk	悭吝	1	6606
njyt	心里话	1	20028
njyy	㥗	0	0
nk	避	4	33440
nkah	辟邪	1	17009
nkal	𠡿	0	0
nkan	避世	1	14789
nkbb	书呆子	1	21130
nkbg	𢜱	0	0
nkbw	避险	1	17153
nkc	悒	3	9736
nkcc	壁垒	1	20968
nkcn	悒	0	9736
nkcw	避难	1	25338
nkcy	劈叉	1	13192
nkd	𠮞	0	0
nkd	𡰪	0	0
nkdm	劈面	1	0
nkdm	𩒫	0	0
nkdo	心中有数	1	20642
nkdr	心中有鬼	1	7847
nkdt	心路历程	1	11561
nkeb	避孕	1	25709
nkeg	悁	0	0
nkep	臂腕	1	0
nkeq	劈胸	1	0
nkeu	臂膀	1	18524
nkew	劈脸	1	0
nkf	吢	3	0
nkf	𠮯	0	0
nkfc	劈去	1	0
nkfg	避雨	1	18220
nkfl	避雷	1	16860
nkfn	𣰝	0	0
nkfo	心中无数	1	11529
nkfp	避过	1	14868
nkfu	𨐧	0	0
nkga	避开	1	25585
nkgc	𡲠	0	0
nkgd	悮	0	0
nkgf	壁球	1	17890
nkgg	心口不一	1	6958
nkgg	悜	0	0
nkgi	璧还	1	0
nkgl	壁画	1	22886
nkgm	劈刺	1	0
nkgv	屢	0	22996
nkgv	慺	0	0
nkgy	璧玉	1	0
nkh	忡	3	18475
nkha	壁虎	1	16363
nkhh	忡	0	18475
nkhh	翀	0	7972
nkhi	𧿃	0	0
nkhl	𢝈	0	0
nkhm	愦	0	7450
nkhm	憒	0	0
nkhn	㥙	0	0
nkhx	劈柴	1	14775
nkhy	䎌	0	0
nkiq	避光	1	7934
nkjf	避暑	1	22672
nkk	愕	3	17751
nkka	𢥇	0	0
nkkf	憚	0	18065
nkkf	𢙈	0	0
nkkg	惊叹号	1	11430
nkkg	𢙲	0	0
nkki	𢠮	0	0
nkkn	愕	0	17751
nkkn	𦒇	0	0
nkkr	劈啪	1	12013
nkks	懆	0	0
nkkt	㦍	0	0
nkkt	𢥴	0	0
nkkw	譬喻	1	13851
nklt	臂力	1	15909
nkmf	异口同声	1	12824
nkmh	屌	0	20485
nkmm	劈山	1	11397
nkmp	𨕮	0	0
nkmq	避风	1	21259
nkmu	异口同音	1	0
nkmu	𦡍	0	0
nkmy	愪	0	0
nkmy	𡲇	0	0
nkmy	𦑰	0	0
nknb	尽忠尽职	1	0
nknd	悞	0	0
nknk	忡忡	1	18615
nknn	避忌	1	15622
nkos	壁灯	1	11809
nkou	𤆨	0	0
nkoy	壁炉	1	21526
nkpd	避害	1	13583
nkpf	避寒	1	15157
nkpn	性器官	1	17521
nkqd	愕然	1	13674
nkqk	避免	1	33842
nkqn	壁饰	1	0
nkqn	怳	0	0
nkqs	劈杀	1	0
nkrb	壁报	1	0
nkrf	壁挂	1	0
nkrl	尽忠报国	1	9100
nkrt	劈手	1	0
nksa	壁柜	1	9783
nksd	壁橱	1	21925
nktd	避短	1	15978
nktf	壁毯	1	8415
nktk	𡱶	0	0
nktu	避税	1	9677
nku	辟	3	24885
nkua	𨐢	0	0
nkub	孹	0	0
nkuc	𠮃	0	0
nkud	劈头	1	15334
nkud	礕	0	0
nkue	臂	0	27215
nkue	襞	0	12524
nkue	𧲜	0	0
nkuf	壁	0	29018
nkug	䴙	0	0
nkug	𤩹	0	0
nkuh	幦	0	0
nkuh	躄	0	0
nkuh	辟	0	24885
nkuh	𣦢	0	0
nkuh	𤴣	0	0
nkui	㵨	0	0
nkui	繴	0	8645
nkuj	臂章	1	16898
nkuj	𨐨	0	0
nkul	𨐴	0	0
nkun	憵	0	0
nkun	甓	0	6903
nkun	𨐽	0	0
nkuo	糪	0	0
nkuo	鷿	0	6750
nkuo	鸊	0	9412
nkuo	𩼢	0	0
nkup	避	0	32050
nkuq	䢃	0	0
nkuq	鐾	0	0
nkuq	𠒱	0	0
nkuq	𣩩	0	0
nkur	擘	0	18330
nkus	檗	0	7387
nkuu	壁立	1	13746
nkuv	劈	0	22537
nkuv	嬖	0	14555
nkuv	鼊	0	0
nkuv	𨐯	0	0
nkuw	𦡜	0	0
nkux	𢐦	0	0
nkuy	璧	0	21110
nkuy	譬	0	21683
nkuy	𠙮	0	0
nkuy	𠙱	0	0
nkuy	𨐬	0	0
nkuy	𩁊	0	0
nkvg	心口如一	1	7279
nkvk	譬如	1	24542
nkvn	劈刀	1	0
nkvu	避嫌	1	14842
nkwg	壁龛	1	12233
nkwj	𢚻	0	0
nkww	辟谷	1	10034
nkwy	怾	0	0
nkwy	𦐖	0	0
nkxl	𡲍	0	0
nkxq	壁纸	1	15819
nkye	辟谣	1	18220
nkyf	避讳	1	16458
nkyh	避让	1	14068
nkyk	𡳄	0	0
nkyo	避谈	1	7574
nkyw	发号施令	1	21273
nl	惭	4	20838
nla	翼	3	28559
nlag	慖	0	0
nlap	𨙒	0	0
nlaw	翼	0	28559
nlaw	𦒖	0	0
nlcx	𢤛	0	0
nlcy	𢤇	0	0
nld	乪	3	0
nld	屇	3	0
nldg	𢛅	0	0
nldn	𢞴	0	0
nldy	尽力而为	1	22334
nldy	𢙫	0	0
nleg	㥜	0	0
nlew	以力服人	1	0
nley	㥵	0	0
nlfc	翼翅	1	0
nlfd	𡳰	0	0
nlff	懌	0	7693
nlff	𡳫	0	0
nlff	𢠪	0	0
nlfh	𢟑	0	0
nlfn	𣰢	0	0
nlfo	𢡀	0	0
nlg	怬	3	0
nlge	愄	0	0
nlge	懁	0	0
nlge	𦒠	0	0
nlh	𢘉	0	0
nlh	𢚷	0	0
nlis	尼罗河	1	20946
nliy	𦑶	0	0
nljg	愣是	1	14540
nljl	改辕易辙	1	0
nlkg	恛	0	0
nlkr	𢝟	0	0
nlle	愶	0	0
nlll	恊	0	7863
nllm	𩖈	0	0
nlmn	戮力同心	1	11718
nlmy	𢠼	0	0
nln	忇	3	0
nlna	翼展	1	15696
nlng	愣怔	1	0
nlnl	愣愣	1	0
nlnn	忧国忧民	1	16389
nlnr	惭愧	1	21794
nlnt	惭怍	1	0
nlnu	𢛥	0	0
nlny	心连心	1	19873
nlny	愢	0	0
nlpy	慩	0	0
nlpy	翴	0	24419
nlqc	惭色	1	0
nlqd	翼然	1	0
nlqj	𢢗	0	0
nlqo	𡲖	0	0
nlr	惭	3	19971
nlre	𢟿	0	0
nlrh	惭	0	19971
nlrh	慚	0	15894
nlrn	𢣥	0	0
nlrr	尼加拉瓜	1	17378
nlru	心黑手辣	1	11329
nls	悃	3	9164
nlsy	悃	0	9164
nltp	怪力乱神	1	9935
nltu	𢛾	0	0
nlty	𢛕	0	0
nlul	心回意转	1	0
nlut	快车道	1	16905
nluu	心力交瘁	1	15503
nlvq	惜墨如金	1	0
nlwl	慍	0	7693
nlwm	翼侧	1	9400
nlwx	异国他乡	1	14583
nlwy	愣住	1	12416
nlwy	𢘄	0	0
nlxy	㦬	0	0
nly	愣	3	19556
nlyg	㦒	0	0
nlyn	愣	0	19556
nm	届	4	30248
nmad	届期	1	0
nmae	憹	0	0
nmaf	刷鞋	1	0
nmah	刷牙	1	22603
nmau	𢢪	0	0
nmaw	㥏	0	0
nmbb	刷子	1	19680
nmbq	恻隐	1	13674
nmcb	层见叠出	1	0
nmcy	㱼	0	0
nmcy	𢗎	0	0
nmd	届	3	28991
nmdj	惴	0	15479
nmdq	𢣨	0	0
nmdy	怏	0	15348
nmeg	愲	0	0
nmen	𢘏	0	0
nmey	𢚼	0	0
nmf	惆	3	16196
nmfb	刷地	1	10532
nmff	刷墙	1	13294
nmfg	𦐘	0	0
nmfk	惆	0	16196
nmfp	尸骨未寒	1	13692
nmfw	发凡起例	1	0
nmg	怞	3	0
nmg	恫	3	15120
nmgg	𢚇	0	0
nmgg	𪓦	0	0
nmgh	𢙜	0	0
nmgk	恫	0	15120
nmgq	屡见不鲜	1	16194
nmgq	𢙙	0	0
nmgu	愷	0	17111
nmgu	𡳂	0	0
nmgv	憴	0	0
nmh	刷	3	28021
nmhc	㕞	0	0
nmhc	𢼞	0	0
nmhg	心同此理	1	0
nmhh	刷卡	1	19963
nmhj	刷	0	28021
nmhk	𡰯	0	0
nmhp	𨒝	0	0
nmi	屃	3	0
nmi	屓	3	0
nmia	届满	1	14959
nmit	刷洗	1	10574
nmiy	𢚭	0	0
nmj	㞯	0	0
nmj	恻	3	15114
nmj	𡵒	0	0
nmjf	届时	1	22246
nmjh	恻	0	15114
nmjh	惻	0	12809
nmjn	𢢥	0	0
nmjx	𢠎	0	0
nmjy	𢢄	0	0
nmkg	恫吓	1	15072
nmkg	𢝸	0	0
nmkp	𢣄	0	0
nmli	劈风斩浪	1	0
nmma	异曲同工	1	15193
nmmc	𣪍	0	0
nmme	𩪔	0	0
nmmm	屭	0	10003
nmn	恺	3	18646
nmn	𢖯	0	0
nmnm	怏怏	1	13620
nmnn	恺	0	18646
nmnt	惆怅	1	16363
nmnu	刷屏	1	16656
nmny	心贴心	1	14497
nmpi	𢠄	0	0
nmpk	必由之路	1	17664
nmpk	𢡦	0	0
nmqd	恻然	1	0
nmqd	惘然	1	7574
nmqk	刷锅	1	9037
nmrc	𢢯	0	0
nmrh	刷掉	1	12958
nmrk	情同手足	1	14149
nmrn	情见势屈	1	0
nmrr	刷白	1	12491
nmth	刷版	1	13489
nmtj	尺幅千里	1	0
nmtj	𢞁	0	0
nmtt	情见乎辞	1	0
nmu	惘	3	17160
nmue	𢢋	0	0
nmum	𢜟	0	0
nmun	惘	0	17160
nmus	刷新	1	23136
nmv	凥	3	0
nmwk	㤯	0	0
nmwk	𢥘	0	0
nmwm	𢤮	0	0
nmwn	𢙿	0	0
nmww	收购价	1	15169
nmww	𡱎	0	0
nmwy	慛	0	0
nmwy	𢗉	0	0
nmyk	𢣆	0	0
nmyy	忛	0	0
nn	忆	4	30748
nna	巽	3	18198
nnaa	懒懒散散	1	10446
nnac	𠭵	0	0
nnac	𣪐	0	0
nnad	𠃬	0	0
nnad	𡮸	0	0
nnag	必居其一	1	0
nnai	居心叵测	1	14319
nnai	𡮭	0	0
nnaj	惽	0	0
nnaj	𢌴	0	0
nnan	怋	0	0
nnap	選	0	35323
nnaq	居民区	1	18910
nnat	快攻	1	15675
nnaw	巽	0	18198
nnaw	𢁉	0	0
nnb	𢀵	0	0
nnbb	𢢁	0	0
nnbh	𨛑	0	0
nnbi	书函	1	0
nnbn	快了	1	28138
nnbp	书院	1	26285
nnbt	㦑	0	0
nnbt	慷慨陈辞	1	0
nnbv	局限	1	24754
nnby	慷慨陈词	1	0
nncc	层层叠叠	1	0
nncn	快马	1	18037
nncy	𡰻	0	0
nncy	𢘎	0	0
nndc	书友	1	14227
nndc	𠭝	0	0
nndd	忙忙碌碌	1	16935
nnde	已有	1	31363
nndf	忌辰	1	16006
nndg	快感	1	23872
nndh	已在	1	28864
nndj	已非	1	17437
nndm	书面	1	23760
nndm	局面	1	29919
nndn	怀恨在心	1	15819
nndp	已达	1	22648
nndq	习惯成自然	1	11009
nnds	慷慨悲歌	1	0
nndt	已故	1	23596
nndv	书肆	1	6606
nne	𡰲	0	0
nnee	慢慢腾腾	1	11430
nnef	乙肝	1	18130
nneh	心惊胆战	1	15654
nnep	乙胺	1	9400
nney	乙脑	1	0
nnf	忸	3	9546
nnfa	局域	1	16640
nnfb	𨛄	0	0
nnfc	快去	1	30879
nnfc	𡱪	0	0
nnfd	羽翼未丰	1	9342
nnff	书坛	1	0
nnff	𢠢	0	0
nnfg	忸	0	9546
nnfh	快走	1	33170
nnfj	书刊	1	18528
nnfn	书场	1	0
nnfp	已过	1	21377
nnfr	惊心动魄	1	18745
nnfw	𢁌	0	0
nnfy	书坊	1	9223
nng	己	3	38213
nnga	乙型	1	18740
nngc	快到	1	27973
nngf	𢁅	0	0
nngg	愤愤不平	1	14625
nngg	𠁁	0	0
nngi	咫尺天涯	1	7279
nngj	㓸	0	0
nngj	惶惶不可终日	1	10489
nngk	快速	1	32583
nngk	𢘜	0	0
nngl	书画	1	21776
nngn	己	0	38213
nngn	巳	0	20426
nngo	快来	1	30136
nngp	惴惴不安	1	14350
nngq	怏怏不乐	1	0
nngt	尸	0	30031
nngw	巺	0	0
nngy	居心不良	1	10532
nnh	书	3	35820
nnhc	书皮	1	8339
nnhc	𡲆	0	0
nnhc	𢘦	0	0
nnhc	𢝄	0	0
nnhe	㥠	0	0
nnhf	𢙳	0	0
nnhh	书目	1	19009
nnhh	愇	0	0
nnhi	快步	1	21622
nnhj	书桌	1	20079
nnhk	屫	0	0
nnhk	快点	1	37383
nnhk	𠄑	0	0
nnhq	快餐	1	24181
nnht	𠃜	0	0
nnht	𡱙	0	0
nnhx	快些	1	22020
nnhx	𡲿	0	0
nnhy	书	0	35820
nnhy	尽收眼底	1	14625
nnie	𢞜	0	0
nnif	书法	1	25002
nnii	懒懒洋洋	1	0
nnii	𠃮	0	0
nnii	𡱊	0	0
nnij	慷慨激昂	1	16672
nnin	𢦇	0	0
nnis	忌酒	1	14625
nnit	快活	1	23746
nniv	快当	1	12755
nniw	书脊	1	9400
nnjf	书里	1	24071
nnjg	已是	1	26667
nnjh	书虫	1	11868
nnjj	忌日	1	18410
nnjq	已晚	1	21786
nnjv	快照	1	18037
nnjy	书影	1	8019
nnk	局	3	36621
nnkd	局	0	36621
nnkg	书号	1	10657
nnkg	𪓩	0	0
nnkh	快跑	1	29730
nnkk	忌口	1	8339
nnkm	𩓛	0	0
nnko	𪁵	0	0
nnkw	性情中人	1	12936
nnl	乙	3	26187
nnlf	𥁥	0	0
nnlg	快车	1	22893
nnlg	𡳚	0	0
nnlg	𦐯	0	0
nnlk	书架	1	19673
nnll	⺄	0	0
nnll	乙	2	28246
nnll	乚	0	0
nnll	乛	0	0
nnll	𠃊	0	0
nnll	𠃋	0	0
nnll	𠃌	0	0
nnll	𠃑	0	0
nnll	𠄌	0	0
nnll	𠄎	0	0
nnll	𡿨	0	0
nnlx	发愤图强	1	13746
nnmb	快邮	1	0
nnme	尸骨	1	20639
nnmk	心惊肉跳	1	15879
nnmm	书册	1	8101
nnmq	己见	1	19311
nnmr	书贩	1	7380
nnmw	局内	1	18267
nnn	忆	3	29470
nnn	忋	3	0
nnn	𠃐	0	0
nnn	𢖪	0	0
nnn	𦏳	0	0
nnna	书展	1	15459
nnnc	𠬫	0	0
nnnf	快慰	1	9677
nnnf	𡬞	0	0
nnng	书屋	1	18914
nnnh	书眉	1	7175
nnni	繠	0	0
nnnj	快慢	1	16266
nnnl	羽翼	1	19350
nnnn	书局	1	20073
nnnn	已	2	42342
nnnn	忧心忡忡	1	18119
nnnn	𢎙	0	0
nnnq	𧡸	0	0
nnns	橤	0	0
nnnt	𢣳	0	0
nnnu	忌惮	1	19377
nnnu	惢	0	0
nnnu	𢗂	0	0
nnnv	忌恨	1	15525
nnnw	㦏	0	0
nnny	已尽	1	18731
nnny	𢚁	0	0
nnod	乙类	1	13781
nnon	乙炔	1	14855
nnop	书迷	1	13746
nnoq	乙烯	1	20771
nnpe	书家	1	14258
nnpf	羽冠	1	13781
nnpg	书写	1	27396
nnpv	书案	1	0
nnpv	𨑐	0	0
nnpy	书社	1	15047
nnqd	已然	1	21933
nnqe	尸解	1	6727
nnqg	慷慨解囊	1	17031
nnqh	局外	1	20634
nnqi	快乐	1	35206
nnqk	书名	1	21168
nnqn	书包	1	21278
nnqq	快快乐乐	1	16500
nnqr	眉飞色舞	1	0
nnqy	已久	1	24991
nnrb	书报	1	16054
nnrb	快报	1	19833
nnrc	书摊	1	9885
nnre	心怀鬼胎	1	9457
nnrg	快捷	1	22397
nnrg	慴	0	0
nnrh	快看	1	26194
nnrp	已近	1	19385
nnrr	惊惶失措	1	11593
nnrs	快打	1	23728
nnrt	快手	1	18992
nnru	书摘	1	7478
nnrv	局势	1	27071
nnsa	书柜	1	12565
nnsd	书橱	1	8339
nnsg	书本	1	22162
nnsh	忆想	1	0
nnsl	心心相连	1	11898
nnsn	惺惺相惜	1	12565
nnso	居民楼	1	14639
nnsq	心心相印	1	18009
nnss	书林	1	9223
nnsv	快要	1	29075
nnsw	尸检	1	18309
nnta	局长	1	29236
nntd	书籍	1	26085
nntd	已知	1	27452
nnte	快艇	1	21912
nnte	𢖮	0	0
nntf	乙等	1	10574
nntf	羽毛	1	26438
nntg	书生	1	20332
nnth	书牍	1	0
nntj	书香	1	18901
nntm	尸身	1	15481
nnts	书箱	1	0
nntt	怭	0	0
nntu	书简	1	11155
nntv	发改委	1	19662
nntw	书签	1	15169
nnty	书稿	1	13254
nnty	𢚲	0	0
nnu	忌	3	27560
nnud	书卷	1	15819
nnud	𡰳	0	0
nnud	𢙑	0	0
nnug	慢性病	1	20332
nnuj	快意	1	15829
nnuk	局部	1	26511
nnul	尽心竭力	1	15169
nnum	书商	1	13024
nnun	怡情养性	1	0
nnuq	已将	1	20846
nnut	尸首	1	16767
nnut	心慌意乱	1	10616
nnuu	以疏间亲	1	0
nnuu	已阅	1	10034
nnuu	𦐭	0	0
nnux	快递	1	26787
nnuy	快门	1	20281
nnv	乜	3	21017
nnv	𠃉	0	0
nnv	𠃏	0	0
nnv	𠃚	0	0
nnv	𠤬	0	0
nnv	𢎘	0	0
nnvi	忏悔录	1	9730
nnvk	快如	1	13885
nnvn	快婿	1	6958
nnvn	𡰺	0	0
nnvq	已婚	1	25040
nnvr	忧心如捣	1	0
nnvs	忧心如焚	1	0
nnvy	忌妒	1	19081
nnw	快	3	39387
nnwd	惺惺作态	1	7279
nnwe	憀	0	0
nnwe	𡳇	0	0
nnwf	已付	1	15334
nnwg	民以食为天	1	15121
nnwh	恹恹欲睡	1	0
nnwi	𢟺	0	0
nnwk	局促	1	15264
nnwo	鵋	0	0
nnwq	快像	1	9100
nnwr	快件	1	16728
nnws	尸体	1	33434
nnwt	己任	1	20111
nnwx	羽化	1	15448
nnwy	书信	1	21234
nnwy	快	0	39387
nnwy	𢘧	0	0
nnwy	𢣷	0	0
nnwy	𦐍	0	0
nnx	怩	3	8601
nnxa	羽绒	1	16567
nnxc	已经	1	43003
nnxe	乙级	1	15717
nnxe	局级	1	15748
nnxi	羽纱	1	0
nnxi	𦁞	0	0
nnxn	怩	0	8601
nnxs	㥡	0	0
nnxx	慌慌张张	1	14583
nny	㤈	0	0
nny	羽	3	27808
nny	𢗰	0	0
nnyc	快译	1	0
nnyd	书斋	1	15547
nnye	心悦诚服	1	12685
nnyf	忌讳	1	18400
nnyg	书评	1	17495
nnyg	羽	0	27808
nnyh	书店	1	24467
nnyi	习以为常	1	18524
nnyi	𠁾	0	0
nnyl	书库	1	14802
nnym	书市	1	11119
nnyn	书房	1	23267
nnyn	书记	1	35478
nnyn	快讯	1	14101
nnyo	异性恋	1	19163
nnyp	书亭	1	8490
nnyu	快说	1	25970
nnyw	以己度人	1	0
nnyy	乙方	1	14036
nnyy	𢗜	0	0
no	屡	4	24778
noaq	屡获	1	12390
nodc	发烧友	1	13728
node	屡有	1	15072
nody	𡳁	0	0
noep	屡受	1	11898
nofk	𡳛	0	0
nofo	以火救火	1	0
nofp	导火索	1	17345
nogf	㦠	0	0
nogf	𢥓	0	0
nogm	屡遭	1	15601
nogw	𢢜	0	0
noi	屎	3	27984
noi	𥸥	0	0
noi	𥸦	0	0
noi	𥸨	0	0
noji	𤂞	0	0
nolg	𢟷	0	0
nong	𦑫	0	0
noni	屎尿	1	15738
nono	屡屡	1	19260
nono	𥻫	0	0
nonu	𢚪	0	0
noof	𡳈	0	0
noog	𢣙	0	0
nooh	𢣶	0	0
nooi	𡲴	0	0
nooj	𢤨	0	0
nook	𢥏	0	0
nool	憦	0	0
noot	𡳉	0	0
nooy	惔	0	5748
nopi	𨕄	0	0
nopy	𢞞	0	0
noqh	憐	0	22341
noqh	𡳞	0	0
noqt	屡犯	1	10856
nori	心粗气浮	1	0
norw	屡失	1	11779
nou	𤆔	0	0
nouq	屡次	1	19953
nout	心烦意乱	1	20454
nov	屡	3	23748
novd	屡	0	23748
novg	㥪	0	0
novj	𡳵	0	0
novv	𦧃	0	0
nowb	屡创	1	12847
nowf	屡传	1	0
noxc	屡经	1	12286
noxg	导火线	1	17016
noy	𢘺	0	0
noya	屡试	1	14439
noyc	㦪	0	0
noyo	𢥥	0	0
np	忱	4	19659
npay	𦒨	0	0
npcn	慎之又慎	1	14483
npcs	收之桑榆	1	0
npd	𢌟	0	0
npdi	屪	0	0
npdk	𢞐	0	0
npdn	㦥	0	0
npe	迉	3	0
npey	𢙐	0	0
npey	𢜿	0	0
