loaded 1845 rows across 6 chars

=== verdict tally (1845 rows) ===
  UNCERTAIN         :  1579  ( 85.6%)
  LIKELY_SPURIOUS   :   133  (  7.2%)
  SPURIOUS          :   117  (  6.3%)
  LEGITIMATE        :    16  (  0.9%)

=== verdict by source char ===
  地: {'LEGITIMATE': 8, 'UNCERTAIN': 573, 'SPURIOUS': 37, 'LIKELY_SPURIOUS': 85}
  得: {'UNCERTAIN': 626, 'LEGITIMATE': 1, 'LIKELY_SPURIOUS': 23}
  的: {'UNCERTAIN': 101, 'SPURIOUS': 80, 'LIKELY_SPURIOUS': 7}
  了: {'LEGITIMATE': 4, 'UNCERTAIN': 222, 'LIKELY_SPURIOUS': 18}
  谁: {'LEGITIMATE': 2, 'UNCERTAIN': 57}
  那: {'LEGITIMATE': 1}
char	wrong_code	word	freq	primary	verdict	note
得	fangdei	防得	10775	fangde	UNCERTAIN	single-char prefix '防' + 助词 (likely legitimate N+助词,但 ambiguous)
得	gongdei	攻得	10765	gongde	UNCERTAIN	single-char prefix '攻' + 助词 (likely legitimate N+助词,但 ambiguous)
得	qiangdei	呛得	10695	qiangde	UNCERTAIN	single-char prefix '呛' + 助词 (likely legitimate N+助词,但 ambiguous)
得	dideizhu	抵得住	10686	didezhu	UNCERTAIN	default
得	tuidei	退得	10659	tuide	UNCERTAIN	single-char prefix '退' + 助词 (likely legitimate N+助词,但 ambiguous)
得	hendei	狠得	10636	hende	UNCERTAIN	single-char prefix '狠' + 助词 (likely legitimate N+助词,但 ambiguous)
得	shuodeishang	说得上	10583	shuodeshang	UNCERTAIN	default
得	bodei	剥得	10543	bode	UNCERTAIN	single-char prefix '剥' + 助词 (likely legitimate N+助词,但 ambiguous)
得	dangdeiqi	当得起	10543	dangdeqi	UNCERTAIN	default
得	dangdeizhu	挡得住	10539	dangdezhu	UNCERTAIN	default
得	pidei	批得	10538	pide	UNCERTAIN	single-char prefix '批' + 助词 (likely legitimate N+助词,但 ambiguous)
得	podei	破得	10407	pode	UNCERTAIN	single-char prefix '破' + 助词 (likely legitimate N+助词,但 ambiguous)
得	bidei	逼得	10402	bide	UNCERTAIN	single-char prefix '逼' + 助词 (likely legitimate N+助词,但 ambiguous)
得	oujilidei	欧几里得	10386	oujilide	LIKELY_SPURIOUS	>=3-char prefix '欧几里' + 助词 (long phrase + 助词)
得	quedei	缺得	10350	quede	UNCERTAIN	single-char prefix '缺' + 助词 (likely legitimate N+助词,但 ambiguous)
得	deilaibuyi	得来不易	10344	delaibuyi	UNCERTAIN	default
得	fudandeiqi	负担得起	10331	fudandeqi	UNCERTAIN	default
得	hongdei	烘得	10296	hongde	UNCERTAIN	single-char prefix '烘' + 助词 (likely legitimate N+助词,但 ambiguous)
得	zhandeizhujiao	站得住脚	10284	zhandezhujiao	UNCERTAIN	default
得	chadeiduo	差得多	10280	chadeduo	UNCERTAIN	default
得	qiandei	签得	10224	qiande	UNCERTAIN	single-char prefix '签' + 助词 (likely legitimate N+助词,但 ambiguous)
得	deizhou	得州	10217	dezhou	UNCERTAIN	default
得	xiangdeiqilai	想得起来	10142	xiangdeqilai	UNCERTAIN	default
得	zhedei	折得	10116	zhede	UNCERTAIN	single-char prefix '折' + 助词 (likely legitimate N+助词,但 ambiguous)
得	andei	暗得	10109	ande	UNCERTAIN	single-char prefix '暗' + 助词 (likely legitimate N+助词,但 ambiguous)
得	deiwei	得伟	10070	dewei	UNCERTAIN	default
得	peidei	赔得	9916	peide	UNCERTAIN	single-char prefix '赔' + 助词 (likely legitimate N+助词,但 ambiguous)
得	renshoudeile	忍受得了	9731	renshoudele	LIKELY_SPURIOUS	>=3-char prefix '忍受得' + 助词 (long phrase + 助词)
得	renshoudeiliao	忍受得了	9731	renshoudele	LIKELY_SPURIOUS	>=3-char prefix '忍受得' + 助词 (long phrase + 助词)
得	xiandei	咸得	9723	xiande	UNCERTAIN	single-char prefix '咸' + 助词 (likely legitimate N+助词,但 ambiguous)
得	guidei	跪得	9667	guide	UNCERTAIN	single-char prefix '跪' + 助词 (likely legitimate N+助词,但 ambiguous)
得	deiji	得济	9592	deji	UNCERTAIN	default
得	kedei	渴得	9592	kede	UNCERTAIN	single-char prefix '渴' + 助词 (likely legitimate N+助词,但 ambiguous)
得	shengdei	剩得	9592	shengde	UNCERTAIN	single-char prefix '剩' + 助词 (likely legitimate N+助词,但 ambiguous)
得	hengdeili	亨得利	9567	hengdeli	UNCERTAIN	default
得	shendei	渗得	9533	shende	UNCERTAIN	single-char prefix '渗' + 助词 (likely legitimate N+助词,但 ambiguous)
得	aidei	矮得	9531	aide	UNCERTAIN	single-char prefix '矮' + 助词 (likely legitimate N+助词,但 ambiguous)
得	mudei	募得	9450	mude	UNCERTAIN	single-char prefix '募' + 助词 (likely legitimate N+助词,但 ambiguous)
得	fudeijiao	佛得角	9416	fudejiao	UNCERTAIN	default
得	fudeijue	佛得角	9416	fudejiao	UNCERTAIN	default
得	xiedei	卸得	9392	xiede	UNCERTAIN	single-char prefix '卸' + 助词 (likely legitimate N+助词,但 ambiguous)
得	yijusandei	一举三得	9392	yijusande	LIKELY_SPURIOUS	>=3-char prefix '一举三' + 助词 (long phrase + 助词)
得	deifenwang	得分王	9372	defenwang	UNCERTAIN	default
得	xingbudei	行不得	9370	xingbude	UNCERTAIN	2-char prefix '行不' + 助词 (V+助词 or 2-char N+助词)
得	yijuduodei	一举多得	9301	yijuduode	LIKELY_SPURIOUS	>=3-char prefix '一举多' + 助词 (long phrase + 助词)
得	deidexin	得的心	9288	dedexin	UNCERTAIN	default
得	deidixin	得的心	9288	dedexin	UNCERTAIN	default
得	kandeiguan	看得惯	9264	kandeguan	UNCERTAIN	default
得	taodei	讨得	9259	taode	UNCERTAIN	single-char prefix '讨' + 助词 (likely legitimate N+助词,但 ambiguous)
得	chudeilai	处得来	9242	chudelai	UNCERTAIN	default
得	gandeidao	赶得到	9083	gandedao	UNCERTAIN	default
得	zuandei	钻得	9064	zuande	UNCERTAIN	single-char prefix '钻' + 助词 (likely legitimate N+助词,但 ambiguous)
得	fandei	反得	8985	fande	UNCERTAIN	single-char prefix '反' + 助词 (likely legitimate N+助词,但 ambiguous)
得	zuodeilai	做得来	8913	zuodelai	UNCERTAIN	default
得	deizhibuyi	得之不易	8812	dezhibuyi	UNCERTAIN	default
得	gudeiming	故得名	8807	gudeming	UNCERTAIN	default
得	qiandei	潜得	8750	qiande	UNCERTAIN	single-char prefix '潜' + 助词 (likely legitimate N+助词,但 ambiguous)
得	chideichu	吃得出	8731	chidechu	UNCERTAIN	default
得	qiaodeihen	巧得很	8731	qiaodehen	UNCERTAIN	default
得	tidei	剃得	8731	tide	UNCERTAIN	single-char prefix '剃' + 助词 (likely legitimate N+助词,但 ambiguous)
得	xudeixian	须得先	8731	xudexian	UNCERTAIN	default
得	diaodei	钓得	8692	diaode	UNCERTAIN	single-char prefix '钓' + 助词 (likely legitimate N+助词,但 ambiguous)
得	caidei	采得	8615	caide	UNCERTAIN	single-char prefix '采' + 助词 (likely legitimate N+助词,但 ambiguous)
得	shidei	实得	8591	shide	UNCERTAIN	single-char prefix '实' + 助词 (likely legitimate N+助词,但 ambiguous)
得	jinpaideizhu	金牌得主	8586	jinpaidezhu	UNCERTAIN	default
得	dideiguo	抵得过	8535	dideguo	UNCERTAIN	default
得	kuadei	跨得	8535	kuade	UNCERTAIN	single-char prefix '跨' + 助词 (likely legitimate N+助词,但 ambiguous)
得	tiandei	填得	8535	tiande	UNCERTAIN	single-char prefix '填' + 助词 (likely legitimate N+助词,但 ambiguous)
得	zhaodeizhao	找得着	8535	zhaodezhe	UNCERTAIN	default
得	zhaodeizhe	找得着	8535	zhaodezhe	UNCERTAIN	default
得	zhaodeizhuo	找得着	8535	zhaodezhe	UNCERTAIN	default
得	bideiluo	彼得罗	8355	bideluo	UNCERTAIN	default
得	guodeilai	过得来	8323	guodelai	UNCERTAIN	default
得	bandeihao	办得好	8220	bandehao	UNCERTAIN	default
得	bideidadi	彼得大帝	8187	bidedadi	UNCERTAIN	default
得	shendeiminxin	深得民心	8156	shendeminxin	UNCERTAIN	default
得	bideigelei	彼得格勒	8154	bidegelei	UNCERTAIN	default
得	xiaodei	销得	8067	xiaode	UNCERTAIN	single-char prefix '销' + 助词 (likely legitimate N+助词,但 ambiguous)
得	goudeishang	够得上	8058	goudeshang	UNCERTAIN	default
得	yadeiliya	亚得里亚	7989	yadeliya	UNCERTAIN	default
得	dideiguo	敌得过	7959	dideguo	UNCERTAIN	default
得	jiandei	渐得	7877	jiande	UNCERTAIN	single-char prefix '渐' + 助词 (likely legitimate N+助词,但 ambiguous)
得	deidaoxuke	得到许可	7852	dedaoxuke	UNCERTAIN	default
得	peideiqi	赔得起	7836	peideqi	UNCERTAIN	default
得	jiandei	溅得	7791	jiande	UNCERTAIN	single-char prefix '溅' + 助词 (likely legitimate N+助词,但 ambiguous)
得	daidei	逮得	7615	daide	UNCERTAIN	single-char prefix '逮' + 助词 (likely legitimate N+助词,但 ambiguous)
得	hudei	唬得	7576	hude	UNCERTAIN	single-char prefix '唬' + 助词 (likely legitimate N+助词,但 ambiguous)
得	budangdeili	不当得利	7552	budangdeli	UNCERTAIN	default
得	deirenjing	得人惊	7552	derenjing	UNCERTAIN	default
得	yimaidei	易买得	7552	yimaide	UNCERTAIN	2-char prefix '易买' + 助词 (V+助词 or 2-char N+助词)
得	zaodei	糟得	7482	zaode	UNCERTAIN	single-char prefix '糟' + 助词 (likely legitimate N+助词,但 ambiguous)
得	yaofengdeifeng	要风得风	7351	yaofengdefeng	UNCERTAIN	default
得	deifenlv	得分率	7320	defenlv	UNCERTAIN	default
得	deifenshuai	得分率	7320	defenlv	UNCERTAIN	default
得	deimoli	得莫利	7320	demoli	UNCERTAIN	default
得	yandei	焉得	7273	yande	UNCERTAIN	single-char prefix '焉' + 助词 (likely legitimate N+助词,但 ambiguous)
得	hongdei	轰得	7233	hongde	UNCERTAIN	single-char prefix '轰' + 助词 (likely legitimate N+助词,但 ambiguous)
得	padeiyaoming	怕得要命	7233	padeyaoming	UNCERTAIN	default
得	wandeizhuan	玩得转	7233	wandezhuan	UNCERTAIN	default
得	chongxindeidao	重新得到	7157	chongxindedao	UNCERTAIN	default
得	lichadei	理查得	7137	lichade	UNCERTAIN	2-char prefix '理查' + 助词 (V+助词 or 2-char N+助词)
得	toudeifusheng	偷得浮生	7130	toudefusheng	UNCERTAIN	default
得	kendei	肯得	7099	kende	UNCERTAIN	single-char prefix '肯' + 助词 (likely legitimate N+助词,但 ambiguous)
得	deijiangzhe	得奖者	7061	dejiangzhe	UNCERTAIN	default
得	haideilaba	海得拉巴	7060	haidelaba	UNCERTAIN	default
得	yaoyudeiyu	要雨得雨	6907	yaoyudeyu	UNCERTAIN	default
得	zhaidei	窄得	6903	zhaide	UNCERTAIN	single-char prefix '窄' + 助词 (likely legitimate N+助词,但 ambiguous)
得	diedei	嗲得	6868	diede	UNCERTAIN	single-char prefix '嗲' + 助词 (likely legitimate N+助词,但 ambiguous)
得	fudeiqi	负得起	6868	fudeqi	UNCERTAIN	default
得	gandeichu	赶得出	6868	gandechu	UNCERTAIN	default
得	padei	趴得	6868	pade	UNCERTAIN	single-char prefix '趴' + 助词 (likely legitimate N+助词,但 ambiguous)
得	bideiyishi	彼得一世	6848	bideyishi	UNCERTAIN	default
得	gerendeishi	个人得失	6801	gerendeshi	UNCERTAIN	default
得	mandeiguo	瞒得过	6528	mandeguo	UNCERTAIN	default
得	beideiqi	背得起	6442	beideqi	UNCERTAIN	default
得	fudei	敷得	6442	fude	UNCERTAIN	single-char prefix '敷' + 助词 (likely legitimate N+助词,但 ambiguous)
得	hudei	互得	6442	hude	UNCERTAIN	single-char prefix '互' + 助词 (likely legitimate N+助词,但 ambiguous)
得	kundei	捆得	6442	kunde	UNCERTAIN	single-char prefix '捆' + 助词 (likely legitimate N+助词,但 ambiguous)
得	nongdeiqing	弄得清	6442	nongdeqing	UNCERTAIN	default
得	xiangxiangdeidao	想像得到	6442	xiangxiangdedao	UNCERTAIN	default
得	xiedei	泄得	6442	xiede	UNCERTAIN	single-char prefix '泄' + 助词 (likely legitimate N+助词,但 ambiguous)
得	xudeixue	须得学	6442	xudexue	UNCERTAIN	default
得	quanhengdeishi	权衡得失	6369	quanhengdeshi	UNCERTAIN	default
得	haoshidei	好事得	5930	haoshide	UNCERTAIN	2-char prefix '好事' + 助词 (V+助词 or 2-char N+助词)
得	hengdei	横得	5930	hengde	UNCERTAIN	single-char prefix '横' + 助词 (likely legitimate N+助词,但 ambiguous)
得	niandei	黏得	5930	niande	UNCERTAIN	single-char prefix '黏' + 助词 (likely legitimate N+助词,但 ambiguous)
得	qiandei	牵得	5930	qiande	UNCERTAIN	single-char prefix '牵' + 助词 (likely legitimate N+助词,但 ambiguous)
得	deifenshao	得分少	5895	defenshao	UNCERTAIN	default
得	kuadei	垮得	5895	kuade	UNCERTAIN	single-char prefix '垮' + 助词 (likely legitimate N+助词,但 ambiguous)
得	tiandei	添得	5895	tiande	UNCERTAIN	single-char prefix '添' + 助词 (likely legitimate N+助词,但 ambiguous)
得	jingdei	竞得	5663	jingde	UNCERTAIN	single-char prefix '竞' + 助词 (likely legitimate N+助词,但 ambiguous)
得	jiedei	劫得	5633	jiede	UNCERTAIN	single-char prefix '劫' + 助词 (likely legitimate N+助词,但 ambiguous)
得	jiashidei	佳士得	5526	jiashide	UNCERTAIN	2-char prefix '佳士' + 助词 (V+助词 or 2-char N+助词)
得	biyouyidei	必有一得	5286	biyouyide	LIKELY_SPURIOUS	>=3-char prefix '必有一' + 助词 (long phrase + 助词)
得	paodei	抛得	5286	paode	UNCERTAIN	single-char prefix '抛' + 助词 (likely legitimate N+助词,但 ambiguous)
得	wodei	卧得	5286	wode	UNCERTAIN	single-char prefix '卧' + 助词 (likely legitimate N+助词,但 ambiguous)
得	zhengtingdei	正听得	5286	zhengtingde	UNCERTAIN	2-char prefix '正听' + 助词 (V+助词 or 2-char N+助词)
得	budei	捕得	5167	bude	UNCERTAIN	single-char prefix '捕' + 助词 (likely legitimate N+助词,但 ambiguous)
得	zandei	暂得	5167	zande	UNCERTAIN	single-char prefix '暂' + 助词 (likely legitimate N+助词,但 ambiguous)
得	deidaiyushi	得大于失	4842	dedayushi	UNCERTAIN	default
得	deidayushi	得大于失	4842	dedayushi	UNCERTAIN	default
得	taidei	泰得	4842	taide	UNCERTAIN	single-char prefix '泰' + 助词 (likely legitimate N+助词,但 ambiguous)
得	nudei	努得	4804	nude	UNCERTAIN	single-char prefix '努' + 助词 (likely legitimate N+助词,但 ambiguous)
得	choudei	抽得	4640	choude	UNCERTAIN	single-char prefix '抽' + 助词 (likely legitimate N+助词,但 ambiguous)
得	deikesasidaxue	得克萨斯大学	4640	dekesasidaxue	UNCERTAIN	default
得	aodei	奥得	4495	aode	UNCERTAIN	single-char prefix '奥' + 助词 (likely legitimate N+助词,但 ambiguous)
得	deijiangren	得奖人	4480	dejiangren	UNCERTAIN	default
得	deirongxian	得荣县	4422	derongxian	UNCERTAIN	default
得	xiedei	泻得	4422	xiede	UNCERTAIN	single-char prefix '泻' + 助词 (likely legitimate N+助词,但 ambiguous)
得	qiandei	迁得	4131	qiande	UNCERTAIN	single-char prefix '迁' + 助词 (likely legitimate N+助词,但 ambiguous)
得	deidaoxiangshou	得到享受	3094	dedaoxiangshou	UNCERTAIN	default
得	deifenduo	得分多	3094	defenduo	UNCERTAIN	default
得	fudei	附得	3094	fude	UNCERTAIN	single-char prefix '附' + 助词 (likely legitimate N+助词,但 ambiguous)
得	pidei	披得	3094	pide	UNCERTAIN	single-char prefix '披' + 助词 (likely legitimate N+助词,但 ambiguous)
得	tidei	剔得	3094	tide	UNCERTAIN	single-char prefix '剔' + 助词 (likely legitimate N+助词,但 ambiguous)
得	deilika	得利卡	2367	delika	UNCERTAIN	default
得	deichangsuyuan	得偿夙愿	1493	dechangsuyuan	UNCERTAIN	default
得	niandei	碾得	1493	niande	UNCERTAIN	single-char prefix '碾' + 助词 (likely legitimate N+助词,但 ambiguous)
得	xiefangdei	谢枋得	1493	xiefangde	UNCERTAIN	2-char prefix '谢枋' + 助词 (V+助词 or 2-char N+助词)
得	adeilai	阿得莱	0	adelai	UNCERTAIN	default
得	adeilei	阿得雷	0	adelei	UNCERTAIN	default
得	aideihua	爱得华	0	aidehua	UNCERTAIN	default
得	aideile	爱得乐	0	aidele	UNCERTAIN	default
得	aideiyue	爱得乐	0	aidele	UNCERTAIN	default
得	ajimidei	阿基米得	0	ajimide	LIKELY_SPURIOUS	>=3-char prefix '阿基米' + 助词 (long phrase + 助词)
得	andeiyi	安得倚	0	andeyi	UNCERTAIN	default
得	baodeiling	保得灵	0	baodeling	UNCERTAIN	default
得	bendeiermu	锛得儿木	0	bendeermu	UNCERTAIN	default
得	biandeifengmei	变得丰美	0	biandefengmei	UNCERTAIN	default
得	biandeijianren	变得坚韧	0	biandejianren	UNCERTAIN	default
得	bideibaoluo	彼得保罗	0	bidebaoluo	UNCERTAIN	default
得	bideiluofusiji	彼得罗夫斯基	0	bideluofusiji	UNCERTAIN	default
得	bideisong	彼得松	0	bidesong	UNCERTAIN	default
得	bideisongtu	彼得松图	0	bidesongtu	UNCERTAIN	default
得	bulaidei	布莱得	0	bulaide	UNCERTAIN	2-char prefix '布莱' + 助词 (V+助词 or 2-char N+助词)
得	bulaoerdei	不劳而得	0	bulaoerde	LIKELY_SPURIOUS	>=3-char prefix '不劳而' + 助词 (long phrase + 助词)
得	cengdeiming	曾得明	0	cengdeming	UNCERTAIN	default
得	cengdeiyi	曾得异	0	cengdeyi	UNCERTAIN	default
得	cengxuedei	曾学得	0	cengxuede	UNCERTAIN	2-char prefix '曾学' + 助词 (V+助词 or 2-char N+助词)
得	chadeidong	查得东	0	chadedong	UNCERTAIN	default
得	zhangdeiyan	长得艳	0	zhangdeyan	UNCERTAIN	default
得	chendeicai	陈得才	0	chendecai	UNCERTAIN	default
得	shendeizhuqi	沈得住气	0	shendezhuqi	UNCERTAIN	default
得	chuandeidanbo	穿得单薄	0	chuandedanbo	UNCERTAIN	default
得	chudeifu	楚得复	0	chudefu	UNCERTAIN	default
得	daideilao	戴得牢	0	daidelao	UNCERTAIN	default
得	dangdeilai	当得来	0	dangdelai	UNCERTAIN	default
得	deibianer	得便儿	0	debianer	UNCERTAIN	default
得	deipianer	得便儿	0	debianer	UNCERTAIN	default
得	deibiaoren	得标人	0	debiaoren	UNCERTAIN	default
得	deidaizizai	得大自在	0	dedazizai	UNCERTAIN	default
得	deidazizai	得大自在	0	dedazizai	UNCERTAIN	default
得	dedeihuohuo	得得活活	0	dedehuohuo	UNCERTAIN	default
得	deidehuohuo	得得活活	0	dedehuohuo	UNCERTAIN	default
得	deideihuohuo	得得活活	0	dedehuohuo	UNCERTAIN	default
得	deigaowangchong	得高望重	0	degaowangzhong	UNCERTAIN	default
得	deigaowangzhong	得高望重	0	degaowangzhong	UNCERTAIN	default
得	deikuimenjing	得窥门径	0	dekuimenjing	UNCERTAIN	default
得	deiliyu	得利于	0	deliyu	UNCERTAIN	default
得	deilongwangshu	得陇忘蜀	0	delongwangshu	UNCERTAIN	default
得	deirenzhechang	得人者昌	0	derenzhechang	UNCERTAIN	default
得	deishixiangdang	得失相当	0	deshixiangdang	UNCERTAIN	default
得	deixianer	得闲儿	0	dexianer	UNCERTAIN	default
得	dikangdeizhu	抵抗得住	0	dikangdezhu	UNCERTAIN	default
得	dingdeisun	丁得孙	0	dingdesun	UNCERTAIN	default
得	dinieboluobideiluofusike	第聂伯罗彼得罗夫斯克	0	dinieboluobideluofusike	UNCERTAIN	default
得	doudeili	都得利	0	doudeli	UNCERTAIN	default
得	dudeifengshou	独得丰收	0	dudefengshou	UNCERTAIN	default
得	feideiluer	肥得鲁儿	0	feideluer	UNCERTAIN	default
得	feideiqing	费得罄	0	feideqing	UNCERTAIN	default
得	fengdeimi	封得密	0	fengdemi	UNCERTAIN	default
得	fudeijiaogongheguo	佛得角共和国	0	fudejiaogongheguo	UNCERTAIN	default
得	fudeijuegongheguo	佛得角共和国	0	fudejiaogongheguo	UNCERTAIN	default
得	fudeiyi	富得溢	0	fudeyi	UNCERTAIN	default
得	gainianxidei	概念习得	0	gainianxide	LIKELY_SPURIOUS	>=3-char prefix '概念习' + 助词 (long phrase + 助词)
得	gandeile	干得了	0	gandele	UNCERTAIN	2-char prefix '干得' + 助词 (V+助词 or 2-char N+助词)
得	gandeiliao	干得了	0	gandele	UNCERTAIN	2-char prefix '干得' + 助词 (V+助词 or 2-char N+助词)
得	gaodeixing	高得幸	0	gaodexing	UNCERTAIN	default
得	gongsunzhidei	公孙止得	0	gongsunzhide	LIKELY_SPURIOUS	>=3-char prefix '公孙止' + 助词 (long phrase + 助词)
得	guadei	颳得	0	guade	UNCERTAIN	single-char prefix '颳' + 助词 (likely legitimate N+助词,但 ambiguous)
得	guandeicha	管得茶	0	guandecha	UNCERTAIN	default
得	guandeimi	关得密	0	guandemi	UNCERTAIN	default
得	gudeidong	顾得东	0	gudedong	UNCERTAIN	default
得	gudeiqu	顾得取	0	gudequ	UNCERTAIN	default
得	hadeisunwan	哈得孙湾	0	hadesunwan	UNCERTAIN	default
得	haideier	海得尔	0	haideer	UNCERTAIN	default
得	haixingdeitong	还行得通	0	haixingdetong	UNCERTAIN	default
得	handei	焊得	0	hande	UNCERTAIN	single-char prefix '焊' + 助词 (likely legitimate N+助词,但 ambiguous)
得	handeishuo	汉得朔	0	handeshuo	UNCERTAIN	default
得	xingbudeiye	行不得也	0	xingbudeye	UNCERTAIN	default
得	hangdeicha	杭得茶	0	hangdecha	UNCERTAIN	default
得	hangdeifang	杭得放	0	hangdefang	UNCERTAIN	default
得	hedeixiang	何得相	0	hedexiang	UNCERTAIN	default
得	huadeijingguang	花得精光	0	huadejingguang	UNCERTAIN	default
得	huaideiduo	坏得多	0	huaideduo	UNCERTAIN	default
得	hudeifu	胡得福	0	hudefu	UNCERTAIN	default
得	hudeilu	胡得禄	0	hudelu	UNCERTAIN	default
得	jiadeibao	家得宝	0	jiadebao	UNCERTAIN	default
得	jianshengdei	减省得	0	jianshengde	UNCERTAIN	2-char prefix '减省' + 助词 (V+助词 or 2-char N+助词)
得	jiansudei	简肃得	0	jiansude	UNCERTAIN	2-char prefix '简肃' + 助词 (V+助词 or 2-char N+助词)
得	jiaodeibu	焦得布	0	jiaodebu	UNCERTAIN	default
得	jiedeikai	解得开	0	jiedekai	UNCERTAIN	default
得	jinjundei	晋军得	0	jinjunde	UNCERTAIN	2-char prefix '晋军' + 助词 (V+助词 or 2-char N+助词)
得	jiongdei	窘得	0	jiongde	UNCERTAIN	single-char prefix '窘' + 助词 (likely legitimate N+助词,但 ambiguous)
得	keerdei	克尔得	0	keerde	UNCERTAIN	2-char prefix '克尔' + 助词 (V+助词 or 2-char N+助词)
得	koudei	叩得	0	koude	UNCERTAIN	single-char prefix '叩' + 助词 (likely legitimate N+助词,但 ambiguous)
得	ladeilei	拉得雷	0	ladelei	UNCERTAIN	default
得	laodeinuo	劳得诺	0	laodenuo	UNCERTAIN	default
得	liandeihou	练得厚	0	liandehou	UNCERTAIN	default
得	liandeiyang	连得杨	0	liandeyang	UNCERTAIN	default
得	liangdeiqibian	两得其便	0	liangdeqibian	UNCERTAIN	default
得	liangdeiqipian	两得其便	0	liangdeqibian	UNCERTAIN	default
得	lideifang	黎得芳	0	lidefang	UNCERTAIN	default
得	liudeifu	刘得富	0	liudefu	UNCERTAIN	default
得	liudeifu	刘得福	0	liudefu	UNCERTAIN	default
得	luoqidei	罗契得	0	luoqide	UNCERTAIN	2-char prefix '罗契' + 助词 (V+助词 or 2-char N+助词)
得	luyandei	卢彦得	0	luyande	UNCERTAIN	2-char prefix '卢彦' + 助词 (V+助词 or 2-char N+助词)
得	madeitai	马得泰	0	madetai	UNCERTAIN	default
得	mandeila	曼得拉	0	mandela	UNCERTAIN	default
得	mashidei	马识得	0	mashide	UNCERTAIN	2-char prefix '马识' + 助词 (V+助词 or 2-char N+助词)
得	meideishuode	没得说的	0	meideshuode	LIKELY_SPURIOUS	>=3-char prefix '没得说' + 助词 (long phrase + 助词)
得	meideishuodi	没得说的	0	meideshuode	LIKELY_SPURIOUS	>=3-char prefix '没得说' + 助词 (long phrase + 助词)
得	mengdeien	蒙得恩	0	mengdeen	UNCERTAIN	default
得	mideilan	密得兰	0	midelan	UNCERTAIN	default
得	mingtingdei	明廷得	0	mingtingde	UNCERTAIN	2-char prefix '明廷' + 助词 (V+助词 or 2-char N+助词)
得	nanluodeixi	南罗得西	0	nanluodexi	UNCERTAIN	default
得	nengdeihong	能得洪	0	nengdehong	UNCERTAIN	default
得	niandeita	尼安得塔	0	niandeta	UNCERTAIN	default
得	niudeicao	牛得草	0	niudecao	UNCERTAIN	default
得	paideili	拍得丽	0	paideli	UNCERTAIN	default
得	panwendei	潘文得	0	panwende	UNCERTAIN	2-char prefix '潘文' + 助词 (V+助词 or 2-char N+助词)
得	qianjunyidei	千军易得	0	qianjunyide	LIKELY_SPURIOUS	>=3-char prefix '千军易' + 助词 (long phrase + 助词)
得	qiaozuerdei	跷足而得	0	qiaozuerde	LIKELY_SPURIOUS	>=3-char prefix '跷足而' + 助词 (long phrase + 助词)
得	qiedei	窃得	0	qiede	UNCERTAIN	single-char prefix '窃' + 助词 (likely legitimate N+助词,但 ambiguous)
得	qigedei	齐哥得	0	qigede	UNCERTAIN	2-char prefix '齐哥' + 助词 (V+助词 or 2-char N+助词)
得	qinmingdei	秦明得	0	qinmingde	UNCERTAIN	2-char prefix '秦明' + 助词 (V+助词 or 2-char N+助词)
得	qiudeiyong	邱得用	0	qiudeyong	UNCERTAIN	default
得	rededei	热得得	0	redede	UNCERTAIN	2-char prefix '热得' + 助词 (V+助词 or 2-char N+助词)
得	redeide	热得得	0	redede	UNCERTAIN	2-char prefix '热得' + 助词 (V+助词 or 2-char N+助词)
得	redeidei	热得得	0	redede	UNCERTAIN	2-char prefix '热得' + 助词 (V+助词 or 2-char N+助词)
得	rongnadeixia	容纳得下	0	rongnadexia	UNCERTAIN	default
得	senbidei	森彼得	0	senbide	UNCERTAIN	2-char prefix '森彼' + 助词 (V+助词 or 2-char N+助词)
得	shangdeifeng	上得峰	0	shangdefeng	UNCERTAIN	default
得	shangguandei	上官得	0	shangguande	UNCERTAIN	2-char prefix '上官' + 助词 (V+助词 or 2-char N+助词)
得	shaolaoshaodei	少劳少得	0	shaolaoshaode	LIKELY_SPURIOUS	>=3-char prefix '少劳少' + 助词 (long phrase + 助词)
得	shelandeifen	射篮得分	0	shelandefen	UNCERTAIN	default
得	shengdeijun	生得俊	0	shengdejun	UNCERTAIN	default
得	shengdeiming	生得明	0	shengdeming	UNCERTAIN	default
得	shengdeiwen	生得闻	0	shengdewen	UNCERTAIN	default
得	shideifenshu	实得分数	0	shidefenshu	UNCERTAIN	default
得	shuideizhengtian	睡得正甜	0	shuidezhengtian	UNCERTAIN	default
得	songdeimin	宋得民	0	songdemin	UNCERTAIN	default
得	souyidei	搜易得	0	souyide	UNCERTAIN	2-char prefix '搜易' + 助词 (V+助词 or 2-char N+助词)
得	suyuandeichang	宿愿得偿	0	suyuandechang	UNCERTAIN	default
得	tandeicheng	谈得成	0	tandecheng	UNCERTAIN	default
得	taodeier	陶得二	0	taodeer	UNCERTAIN	default
得	tudeihong	涂得红	0	tudehong	UNCERTAIN	default
得	wangdeilu	王得禄	0	wangdelu	UNCERTAIN	default
得	wangtingdei	王听得	0	wangtingde	UNCERTAIN	2-char prefix '王听' + 助词 (V+助词 or 2-char N+助词)
得	weichaodei	魏朝得	0	weichaode	UNCERTAIN	2-char prefix '魏朝' + 助词 (V+助词 or 2-char N+助词)
