loaded 1845 rows across 6 chars

=== verdict tally (1845 rows) ===
  UNCERTAIN         :  1579  ( 85.6%)
  LIKELY_SPURIOUS   :   133  (  7.2%)
  SPURIOUS          :   117  (  6.3%)
  LEGITIMATE        :    16  (  0.9%)

=== verdict by source char ===
  地: {'LEGITIMATE': 8, 'UNCERTAIN': 573, 'SPURIOUS': 37, 'LIKELY_SPURIOUS': 85}
  得: {'UNCERTAIN': 626, 'LEGITIMATE': 1, 'LIKELY_SPURIOUS': 23}
  的: {'UNCERTAIN': 101, 'SPURIOUS': 80, 'LIKELY_SPURIOUS': 7}
  了: {'LEGITIMATE': 4, 'UNCERTAIN': 222, 'LIKELY_SPURIOUS': 18}
  谁: {'LEGITIMATE': 2, 'UNCERTAIN': 57}
  那: {'LEGITIMATE': 1}
char	wrong_code	word	freq	primary	verdict	note
地	bingcuodexiao	兵挫地削	0	bingcuodixue	UNCERTAIN	default
地	bingcuodexue	兵挫地削	0	bingcuodixue	UNCERTAIN	default
地	bodehuan	卜地桓	0	bodihuan	UNCERTAIN	default
地	bogende	伯根地	0	bogendi	UNCERTAIN	2-char prefix '伯根' + 助词 (V+助词 or 2-char N+助词)
地	buende	布恩地	0	buendi	UNCERTAIN	2-char prefix '布恩' + 助词 (V+助词 or 2-char N+助词)
地	bujingquede	不精确地	0	bujingquedi	LIKELY_SPURIOUS	>=3-char prefix '不精确' + 助词 (long phrase + 助词)
地	bukejiede	不可解地	0	bukejiedi	LIKELY_SPURIOUS	>=3-char prefix '不可解' + 助词 (long phrase + 助词)
地	buqiadangde	不恰当地	0	buqiadangdi	LIKELY_SPURIOUS	>=3-char prefix '不恰当' + 助词 (long phrase + 助词)
地	butimiande	不体面地	0	butimiandi	LIKELY_SPURIOUS	>=3-char prefix '不体面' + 助词 (long phrase + 助词)
地	buwendingde	不稳定地	0	buwendingdi	LIKELY_SPURIOUS	>=3-char prefix '不稳定' + 助词 (long phrase + 助词)
地	buxiangchende	不相称地	0	buxiangchendi	LIKELY_SPURIOUS	>=3-char prefix '不相称' + 助词 (long phrase + 助词)
地	buxiangdengde	不相等地	0	buxiangdengdi	LIKELY_SPURIOUS	>=3-char prefix '不相等' + 助词 (long phrase + 助词)
地	caijinde	采金地	0	caijindi	UNCERTAIN	2-char prefix '采金' + 助词 (V+助词 or 2-char N+助词)
地	caiyide	猜疑地	0	caiyidi	UNCERTAIN	2-char prefix '猜疑' + 助词 (V+助词 or 2-char N+助词)
地	caoshuaidezuo	草率地做	0	caoshuaidizuo	UNCERTAIN	default
地	cedeliu	测地流	0	cediliu	UNCERTAIN	default
地	chanchade	产茶地	0	chanchadi	UNCERTAIN	2-char prefix '产茶' + 助词 (V+助词 or 2-char N+助词)
地	chanmide	产米地	0	chanmidi	UNCERTAIN	2-char prefix '产米' + 助词 (V+助词 or 2-char N+助词)
地	chanxiaode	产销地	0	chanxiaodi	UNCERTAIN	2-char prefix '产销' + 助词 (V+助词 or 2-char N+助词)
地	chizede	斥责地	0	chizedi	UNCERTAIN	2-char prefix '斥责' + 助词 (V+助词 or 2-char N+助词)
地	chubandeque	出版地缺	0	chubandique	UNCERTAIN	default
地	chudeju	楚地居	0	chudiju	UNCERTAIN	default
地	chupinde	出品地	0	chupindi	UNCERTAIN	2-char prefix '出品' + 助词 (V+助词 or 2-char N+助词)
地	cuimiande	催眠地	0	cuimiandi	UNCERTAIN	2-char prefix '催眠' + 助词 (V+助词 or 2-char N+助词)
地	danxiangjiede	单相接地	0	danxiangjiedi	LIKELY_SPURIOUS	>=3-char prefix '单相接' + 助词 (long phrase + 助词)
地	daode	稻地	0	daodi	UNCERTAIN	single-char prefix '稻' + 助词 (likely legitimate N+助词,但 ambiguous)
地	debie	地鳖	0	dibie	UNCERTAIN	default
地	debiechong	地鳖虫	0	dibiechong	UNCERTAIN	default
地	decang	地仓	0	dicang	UNCERTAIN	default
地	dedancao	地胆草	0	didancao	UNCERTAIN	default
地	detanhuang	地弹簧	0	ditanhuang	UNCERTAIN	default
地	dededaodan	地地导弹	0	dididaodan	UNCERTAIN	default
地	dedidaodan	地地导弹	0	dididaodan	UNCERTAIN	default
地	didedaodan	地地导弹	0	dididaodan	UNCERTAIN	default
地	dedouyun	地斗韵	0	didouyun	UNCERTAIN	default
地	deercao	地耳草	0	diercao	UNCERTAIN	default
地	defengpi	地枫皮	0	difengpi	UNCERTAIN	default
地	defukang	地福康	0	difukang	UNCERTAIN	default
地	dejianyuan	地建园	0	dijianyuan	UNCERTAIN	default
地	dejibu	地籍簿	0	dijibu	UNCERTAIN	default
地	dejincao	地锦草	0	dijincao	UNCERTAIN	default
地	dejingli	地静立	0	dijingli	UNCERTAIN	default
地	dejinqili	地尽其力	0	dijinqili	UNCERTAIN	default
地	dejinxi	地金喜	0	dijinxi	UNCERTAIN	default
地	dejitu	地籍图	0	dijitu	UNCERTAIN	default
地	dekaishi	地开石	0	dikaishi	UNCERTAIN	default
地	delan	地缆	0	dilan	UNCERTAIN	default
地	delieyundong	地裂运动	0	dilieyundong	UNCERTAIN	default
地	delingxing	地灵星	0	dilingxing	UNCERTAIN	default
地	demeisu	地霉素	0	dimeisu	UNCERTAIN	default
地	demi	地蜜	0	dimi	UNCERTAIN	default
地	demingqi	地明器	0	dimingqi	UNCERTAIN	default
地	demuliang	地木梁	0	dimuliang	UNCERTAIN	default
地	depiaosan	地飘散	0	dipiaosan	UNCERTAIN	default
地	depulun	地普仑	0	dipulun	UNCERTAIN	default
地	dequanding	地全顶	0	diquanding	UNCERTAIN	default
地	deshixue	地史学	0	dishixue	UNCERTAIN	default
地	deshujuan	地舒卷	0	dishujuan	UNCERTAIN	default
地	detangquan	地躺拳	0	ditangquan	UNCERTAIN	default
地	deweicheng	地微撑	0	diweicheng	UNCERTAIN	default
地	dewenxing	地文星	0	diwenxing	UNCERTAIN	default
地	dewoyi	地沃宜	0	diwoyi	UNCERTAIN	default
地	dewuhui	地五会	0	diwuhui	UNCERTAIN	default
地	dewukuai	地五会	0	diwuhui	UNCERTAIN	default
地	dexiancheng	地仙城	0	dixiancheng	UNCERTAIN	default
地	dexiancun	地仙村	0	dixiancun	UNCERTAIN	default
地	dexianfeng	地仙封	0	dixianfeng	UNCERTAIN	default
地	dexiangbo	地向波	0	dixiangbo	UNCERTAIN	default
地	dexiangyi	地相异	0	dixiangyi	UNCERTAIN	default
地	dexianmu	地仙幕	0	dixianmu	UNCERTAIN	default
地	dexiaoding	地笑丁	0	dixiaoding	UNCERTAIN	default
地	dexipan	地西泮	0	dixipan	UNCERTAIN	default
地	dexuanzhu	地玄珠	0	dixuanzhu	UNCERTAIN	default
地	deyicheng	地译成	0	diyicheng	UNCERTAIN	default
地	deyingli	地应力	0	diyingli	UNCERTAIN	default
地	deyiquan	地役权	0	diyiquan	UNCERTAIN	default
地	deyixuan	地宜选	0	diyixuan	UNCERTAIN	default
地	deyuanshanxian	地远山险	0	diyuanshanxian	UNCERTAIN	default
地	deyunyi	地运仪	0	diyunyi	UNCERTAIN	default
地	dezhaomeng	地照梦	0	dizhaomeng	UNCERTAIN	default
地	dezhaomin	地召民	0	dizhaomin	UNCERTAIN	default
地	dezhongheng	地中衡	0	dizhongheng	UNCERTAIN	default
地	deziqian	地自谦	0	diziqian	UNCERTAIN	default
地	dezixiong	地自雄	0	dizixiong	UNCERTAIN	default
地	dianzhuanglvde	点状绿地	0	dianzhuanglvdi	LIKELY_SPURIOUS	>=3-char prefix '点状绿' + 助词 (long phrase + 助词)
地	dingrude	丁入地	0	dingrudi	UNCERTAIN	2-char prefix '丁入' + 助词 (V+助词 or 2-char N+助词)
地	dongyide	东益地	0	dongyidi	UNCERTAIN	2-char prefix '东益' + 助词 (V+助词 or 2-char N+助词)
地	faande	发案地	0	faandi	UNCERTAIN	2-char prefix '发案' + 助词 (V+助词 or 2-char N+助词)
地	fadaide	发呆地	0	fadaidi	UNCERTAIN	2-char prefix '发呆' + 助词 (V+助词 or 2-char N+助词)
地	fahuode	发货地	0	fahuodi	UNCERTAIN	2-char prefix '发货' + 助词 (V+助词 or 2-char N+助词)
地	fakuangde	发狂地	0	fakuangdi	UNCERTAIN	2-char prefix '发狂' + 助词 (V+助词 or 2-char N+助词)
地	fandegang	梵地冈	0	fandigang	UNCERTAIN	default
地	fangyinlvde	防音绿地	0	fangyinlvdi	LIKELY_SPURIOUS	>=3-char prefix '防音绿' + 助词 (long phrase + 助词)
地	fantiannaode	烦天恼地	0	fantiannaodi	LIKELY_SPURIOUS	>=3-char prefix '烦天恼' + 助词 (long phrase + 助词)
地	fanxiangde	反向地	0	fanxiangdi	UNCERTAIN	2-char prefix '反向' + 助词 (V+助词 or 2-char N+助词)
地	feidianzide	非电子地	0	feidianzidi	LIKELY_SPURIOUS	>=3-char prefix '非电子' + 助词 (long phrase + 助词)
地	feishehuide	非社会地	0	feishehuidi	LIKELY_SPURIOUS	>=3-char prefix '非社会' + 助词 (long phrase + 助词)
地	feiyeshide	飞也似地	0	feiyeshidi	LIKELY_SPURIOUS	>=3-char prefix '飞也似' + 助词 (long phrase + 助词)
地	fennude	忿怒地	0	fennudi	UNCERTAIN	2-char prefix '忿怒' + 助词 (V+助词 or 2-char N+助词)
地	fushulvde	附属绿地	0	fushulvdi	LIKELY_SPURIOUS	>=3-char prefix '附属绿' + 助词 (long phrase + 助词)
地	gancaode	干草地	0	gancaodi	UNCERTAIN	2-char prefix '干草' + 助词 (V+助词 or 2-char N+助词)
地	gandena	甘地纳	0	gandina	UNCERTAIN	default
地	ganliande	干练地	0	ganliandi	UNCERTAIN	2-char prefix '干练' + 助词 (V+助词 or 2-char N+助词)
地	gantianqide	感天泣地	0	gantianqidi	LIKELY_SPURIOUS	>=3-char prefix '感天泣' + 助词 (long phrase + 助词)
地	gongbupode	攻不破地	0	gongbupodi	LIKELY_SPURIOUS	>=3-char prefix '攻不破' + 助词 (long phrase + 助词)
地	guademala	瓜地马拉	0	guadimala	UNCERTAIN	default
地	guanchude	管楚地	0	guanchudi	UNCERTAIN	2-char prefix '管楚' + 助词 (V+助词 or 2-char N+助词)
地	guiquande	规劝地	0	guiquandi	UNCERTAIN	2-char prefix '规劝' + 助词 (V+助词 or 2-char N+助词)
地	hantiandongde	寒天冻地	0	hantiandongdi	LIKELY_SPURIOUS	>=3-char prefix '寒天冻' + 助词 (long phrase + 助词)
地	helanshude	荷兰属地	0	helanshudi	LIKELY_SPURIOUS	>=3-char prefix '荷兰属' + 助词 (long phrase + 助词)
地	huadezixian	划地自限	0	huadizixian	UNCERTAIN	default
地	huadezixian	画地自限	0	huadizixian	UNCERTAIN	default
地	jiadeyuntong	甲地孕酮	0	jiadiyuntong	UNCERTAIN	default
地	jiandedaodan	舰地导弹	0	jiandidaodan	UNCERTAIN	default
地	jiaobudiande	角不点地	0	jiaobudiandi	LIKELY_SPURIOUS	>=3-char prefix '角不点' + 助词 (long phrase + 助词)
地	jiaoqulvde	郊区绿地	0	jiaoqulvdi	LIKELY_SPURIOUS	>=3-char prefix '郊区绿' + 助词 (long phrase + 助词)
地	jiaozhande	胶粘地	0	jiaozhandi	UNCERTAIN	2-char prefix '胶粘' + 助词 (V+助词 or 2-char N+助词)
地	jiedexitong	接地系统	0	jiedixitong	UNCERTAIN	default
地	jiedelv	节地率	0	jiedilv	UNCERTAIN	default
地	jiedeshuai	节地率	0	jiedilv	UNCERTAIN	default
地	jijingde	寂静地	0	jijingdi	UNCERTAIN	2-char prefix '寂静' + 助词 (V+助词 or 2-char N+助词)
地	jijingde	机警地	0	jijingdi	UNCERTAIN	2-char prefix '机警' + 助词 (V+助词 or 2-char N+助词)
地	jinchengchide	金城池地	0	jinchengchidi	LIKELY_SPURIOUS	>=3-char prefix '金城池' + 助词 (long phrase + 助词)
地	jinchengtangde	金城汤地	0	jinchengtangdi	LIKELY_SPURIOUS	>=3-char prefix '金城汤' + 助词 (long phrase + 助词)
地	jingzhide	静止地	0	jingzhidi	UNCERTAIN	2-char prefix '静止' + 助词 (V+助词 or 2-char N+助词)
地	jinhuangdeshu	金黄地鼠	0	jinhuangdishu	UNCERTAIN	default
地	jinyaode	紧要地	0	jinyaodi	UNCERTAIN	2-char prefix '紧要' + 助词 (V+助词 or 2-char N+助词)
地	jitianzhuade	击天抓地	0	jitianzhuadi	LIKELY_SPURIOUS	>=3-char prefix '击天抓' + 助词 (long phrase + 助词)
地	kaideji	凯地系	0	kaidixi	UNCERTAIN	default
地	kaidexi	凯地系	0	kaidixi	UNCERTAIN	default
地	kedeman	克地曼	0	kediman	UNCERTAIN	default
地	keguide	可贵地	0	keguidi	UNCERTAIN	2-char prefix '可贵' + 助词 (V+助词 or 2-char N+助词)
地	keluodeyaminzhugongtongti	克罗地亚民主共同体	0	keluodiyaminzhugongtongti	UNCERTAIN	default
地	keluodeyayihui	克罗地亚议会	0	keluodiyayihui	UNCERTAIN	default
地	kenzhide	垦殖地	0	kenzhidi	UNCERTAIN	2-char prefix '垦殖' + 助词 (V+助词 or 2-char N+助词)
地	keyide	可疑地	0	keyidi	UNCERTAIN	2-char prefix '可疑' + 助词 (V+助词 or 2-char N+助词)
地	kongduidefei	空对地飞	0	kongduidifei	UNCERTAIN	default
地	kongxiande	空闲地	0	kongxiandi	UNCERTAIN	2-char prefix '空闲' + 助词 (V+助词 or 2-char N+助词)
地	koutoude	口头地	0	koutoudi	UNCERTAIN	2-char prefix '口头' + 助词 (V+助词 or 2-char N+助词)
地	kuandade	宽大地	0	kuandadi	UNCERTAIN	2-char prefix '宽大' + 助词 (V+助词 or 2-char N+助词)
地	kuangbaode	狂暴地	0	kuangbaodi	UNCERTAIN	2-char prefix '狂暴' + 助词 (V+助词 or 2-char N+助词)
地	kuangtianshuode	狂天说地	0	kuangtianshuodi	LIKELY_SPURIOUS	>=3-char prefix '狂天说' + 助词 (long phrase + 助词)
地	kuihanwude	愧汗无地	0	kuihanwudi	LIKELY_SPURIOUS	>=3-char prefix '愧汗无' + 助词 (long phrase + 助词)
地	kutianhaode	哭天嚎地	0	kutianhaodi	LIKELY_SPURIOUS	>=3-char prefix '哭天嚎' + 助词 (long phrase + 助词)
地	lenglengde	楞楞地	0	lenglengdi	SPURIOUS	重叠副词 '楞楞' + 助词
地	liandexian	连地仙	0	liandixian	UNCERTAIN	default
地	linjianxide	林间隙地	0	linjianxidi	LIKELY_SPURIOUS	>=3-char prefix '林间隙' + 助词 (long phrase + 助词)
地	liuzhongde	留种地	0	liuzhongdi	UNCERTAIN	2-char prefix '留种' + 助词 (V+助词 or 2-char N+助词)
地	lumangde	鲁莽地	0	lumangdi	UNCERTAIN	2-char prefix '鲁莽' + 助词 (V+助词 or 2-char N+助词)
地	lunxiude	轮休地	0	lunxiudi	UNCERTAIN	2-char prefix '轮休' + 助词 (V+助词 or 2-char N+助词)
地	luyuande	陆缘地	0	luyuandi	UNCERTAIN	2-char prefix '陆缘' + 助词 (V+助词 or 2-char N+助词)
地	lvdexiaoguo	绿地效果	0	lvdixiaoguo	UNCERTAIN	default
地	lvdeyuntong	氯地孕酮	0	lvdiyuntong	UNCERTAIN	default
地	lvedefeixing	掠地飞行	0	lvedifeixing	UNCERTAIN	default
地	lvxingde	履行地	0	lvxingdi	UNCERTAIN	2-char prefix '履行' + 助词 (V+助词 or 2-char N+助词)
地	madechen	马地臣	0	madichen	UNCERTAIN	default
地	maidedeng	埋地灯	0	maidideng	UNCERTAIN	default
地	mandechou	满地瞅	0	mandichou	UNCERTAIN	default
地	maside	马斯地	0	masidi	UNCERTAIN	2-char prefix '马斯' + 助词 (V+助词 or 2-char N+助词)
地	menmende	闷闷地	0	menmendi	SPURIOUS	重叠副词 '闷闷' + 助词
地	mianmiande	绵绵地	0	mianmiandi	SPURIOUS	重叠副词 '绵绵' + 助词
地	mitiangaide	弥天盖地	0	mitiangaidi	LIKELY_SPURIOUS	>=3-char prefix '弥天盖' + 助词 (long phrase + 助词)
地	moshizide	磨石子地	0	moshizidi	LIKELY_SPURIOUS	>=3-char prefix '磨石子' + 助词 (long phrase + 助词)
地	nanjindejian	南金地箭	0	nanjindijian	UNCERTAIN	default
地	niliude	逆流地	0	niliudi	UNCERTAIN	2-char prefix '逆流' + 助词 (V+助词 or 2-char N+助词)
地	nongdechonghua	农地重划	0	nongdizhonghua	UNCERTAIN	default
地	nongdezhonghua	农地重划	0	nongdizhonghua	UNCERTAIN	default
地	pandeya	潘地亚	0	pandiya	UNCERTAIN	default
地	pangde	耪地	0	pangdi	UNCERTAIN	single-char prefix '耪' + 助词 (likely legitimate N+助词,但 ambiguous)
地	pangenwende	盘根问地	0	pangenwendi	LIKELY_SPURIOUS	>=3-char prefix '盘根问' + 助词 (long phrase + 助词)
地	paoxiaode	咆哮地	0	paoxiaodi	UNCERTAIN	2-char prefix '咆哮' + 助词 (V+助词 or 2-char N+助词)
地	pudeyuan	铺地园	0	pudiyuan	UNCERTAIN	default
地	qiandeweiliang	迁地为良	0	qiandiweiliang	UNCERTAIN	default
地	qijinde	起劲地	0	qijindi	UNCERTAIN	2-char prefix '起劲' + 助词 (V+助词 or 2-char N+助词)
地	qingdejing	青地境	0	qingdijing	UNCERTAIN	default
地	qingshuaideshuo	轻率地说	0	qingshuaidishuo	UNCERTAIN	default
地	rechende	热忱地	0	rechendi	UNCERTAIN	2-char prefix '热忱' + 助词 (V+助词 or 2-char N+助词)
地	rendeguanxi	人地关系	0	rendiguanxi	UNCERTAIN	default
地	rongqiade	融洽地	0	rongqiadi	UNCERTAIN	2-char prefix '融洽' + 助词 (V+助词 or 2-char N+助词)
地	ruilide	锐利地	0	ruilidi	UNCERTAIN	2-char prefix '锐利' + 助词 (V+助词 or 2-char N+助词)
地	saotianguade	扫田刮地	0	saotianguadi	LIKELY_SPURIOUS	>=3-char prefix '扫田刮' + 助词 (long phrase + 助词)
地	shahuangde	沙荒地	0	shahuangdi	UNCERTAIN	2-char prefix '沙荒' + 助词 (V+助词 or 2-char N+助词)
地	shanshande	讪讪地	0	shanshandi	SPURIOUS	重叠副词 '讪讪' + 助词
地	shatuode	沙坨地	0	shatuodi	UNCERTAIN	2-char prefix '沙坨' + 助词 (V+助词 or 2-char N+助词)
地	shawudea	沙乌地阿	0	shawudia	UNCERTAIN	default
地	siwenweide	斯文委地	0	siwenweidi	LIKELY_SPURIOUS	>=3-char prefix '斯文委' + 助词 (long phrase + 助词)
地	suosuode	索索地	0	suosuodi	SPURIOUS	重叠副词 '索索' + 助词
地	tanwude	贪污地	0	tanwudi	UNCERTAIN	2-char prefix '贪污' + 助词 (V+助词 or 2-char N+助词)
地	tianfudezhou	天覆地舟	0	tianfudizhou	UNCERTAIN	default
地	tianhundecan	天昏地惨	0	tianhundican	UNCERTAIN	default
地	tianhundezhuan	天昏地转	0	tianhundizhuan	UNCERTAIN	default
地	tianlongdehu	天龙地虎	0	tianlongdihu	UNCERTAIN	default
地	tiaodongde	跳动地	0	tiaodongdi	UNCERTAIN	2-char prefix '跳动' + 助词 (V+助词 or 2-char N+助词)
地	tiedeerhang	贴地而行	0	tiedierxing	UNCERTAIN	default
地	tiedeerxing	贴地而行	0	tiedierxing	UNCERTAIN	default
地	tingbode	停泊地	0	tingbodi	UNCERTAIN	2-char prefix '停泊' + 助词 (V+助词 or 2-char N+助词)
地	tuerde	吐尔地	0	tuerdi	UNCERTAIN	2-char prefix '吐尔' + 助词 (V+助词 or 2-char N+助词)
地	weidejingtian	纬地经天	0	weidijingtian	UNCERTAIN	default
地	weidemalazhengfu	危地马拉政府	0	weidimalazhengfu	UNCERTAIN	default
地	weikende	围垦地	0	weikendi	UNCERTAIN	2-char prefix '围垦' + 助词 (V+助词 or 2-char N+助词)
地	weiwade	魏瓦地	0	weiwadi	UNCERTAIN	2-char prefix '魏瓦' + 助词 (V+助词 or 2-char N+助词)
地	weizhide	卫之地	0	weizhidi	UNCERTAIN	2-char prefix '卫之' + 助词 (V+助词 or 2-char N+助词)
地	wenxude	温煦地	0	wenxudi	UNCERTAIN	2-char prefix '温煦' + 助词 (V+助词 or 2-char N+助词)
地	wulide	无礼地	0	wulidi	UNCERTAIN	2-char prefix '无礼' + 助词 (V+助词 or 2-char N+助词)
地	wumude	无目地	0	wumudi	UNCERTAIN	2-char prefix '无目' + 助词 (V+助词 or 2-char N+助词)
地	wushiwude	无时无地	0	wushiwudi	LIKELY_SPURIOUS	>=3-char prefix '无时无' + 助词 (long phrase + 助词)
地	wuxiaode	无效地	0	wuxiaodi	UNCERTAIN	2-char prefix '无效' + 助词 (V+助词 or 2-char N+助词)
地	xiangdeershuaizheng	相地而衰征	0	xiangdiershuaizheng	UNCERTAIN	default
地	xiansande	闲散地	0	xiansandi	UNCERTAIN	2-char prefix '闲散' + 助词 (V+助词 or 2-char N+助词)
地	xianzhide	闲置地	0	xianzhidi	UNCERTAIN	2-char prefix '闲置' + 助词 (V+助词 or 2-char N+助词)
地	xidehuantian	喜地欢天	0	xidihuantian	UNCERTAIN	default
地	xidelan	西地兰	0	xidilan	UNCERTAIN	default
地	xiezhuanglvde	楔状绿地	0	xiezhuanglvdi	LIKELY_SPURIOUS	>=3-char prefix '楔状绿' + 助词 (long phrase + 助词)
地	xundexian	寻地仙	0	xundixian	UNCERTAIN	default
地	xindeya	辛地亚	0	xindiya	UNCERTAIN	default
地	xiongjiujiude	雄赳赳地	0	xiongjiujiudi	LIKELY_SPURIOUS	>=3-char prefix '雄赳赳' + 助词 (long phrase + 助词)
地	xudeshan	许地山	0	xudishan	UNCERTAIN	default
地	xuejiuqide	学究气地	0	xuejiuqidi	LIKELY_SPURIOUS	>=3-char prefix '学究气' + 助词 (long phrase + 助词)
地	xuntianxiade	熏天吓地	0	xuntianxiadi	LIKELY_SPURIOUS	>=3-char prefix '熏天吓' + 助词 (long phrase + 助词)
地	yangdezuowu	养地作物	0	yangdizuowu	UNCERTAIN	default
地	yanjiande	盐硷地	0	yanjiandi	UNCERTAIN	2-char prefix '盐硷' + 助词 (V+助词 or 2-char N+助词)
地	yedexunlian	野地训练	0	yedixunlian	UNCERTAIN	default
地	yidesuanerna	依地酸二钠	0	yidisuanerna	UNCERTAIN	default
地	yijiande	一箭地	0	yijiandi	UNCERTAIN	2-char prefix '一箭' + 助词 (V+助词 or 2-char N+助词)
地	yindeanhua	印地安话	0	yindianhua	UNCERTAIN	default
地	yindejue	阴地蕨	0	yindijue	UNCERTAIN	default
地	yingchizhide	盈尺之地	0	yingchizhidi	LIKELY_SPURIOUS	>=3-char prefix '盈尺之' + 助词 (long phrase + 助词)
地	yinshide	阴世地	0	yinshidi	UNCERTAIN	2-char prefix '阴世' + 助词 (V+助词 or 2-char N+助词)
地	youxingde	油性地	0	youxingdi	UNCERTAIN	2-char prefix '油性' + 助词 (V+助词 or 2-char N+助词)
地	yuantianyuande	冤天冤地	0	yuantianyuandi	LIKELY_SPURIOUS	>=3-char prefix '冤天冤' + 助词 (long phrase + 助词)
地	yudeba	淤地坝	0	yudiba	UNCERTAIN	default
地	yunde	耘地	0	yundi	UNCERTAIN	single-char prefix '耘' + 助词 (likely legitimate N+助词,但 ambiguous)
地	zhuozhongde	着重地	0	zhuozhongdi	UNCERTAIN	2-char prefix '着重' + 助词 (V+助词 or 2-char N+助词)
地	zhentianhaide	震天骇地	0	zhentianhaidi	LIKELY_SPURIOUS	>=3-char prefix '震天骇' + 助词 (long phrase + 助词)
地	zhitianhuade	指天划地	0	zhitianhuadi	LIKELY_SPURIOUS	>=3-char prefix '指天划' + 助词 (long phrase + 助词)
地	zhongshengde	中省地	0	zhongshengdi	UNCERTAIN	2-char prefix '中省' + 助词 (V+助词 or 2-char N+助词)
地	zhuanhuanzhide	转圜之地	0	zhuanhuanzhidi	LIKELY_SPURIOUS	>=3-char prefix '转圜之' + 助词 (long phrase + 助词)
地	zhunzhunde	谆谆地	0	zhunzhundi	SPURIOUS	重叠副词 '谆谆' + 助词
地	zidezijian	自地自建	0	zidizijian	UNCERTAIN	default
地	zikuade	自夸地	0	zikuadi	UNCERTAIN	2-char prefix '自夸' + 助词 (V+助词 or 2-char N+助词)
地	zuandedan	钻地弹	0	zuandidan	UNCERTAIN	default
地	zuandetan	钻地弹	0	zuandidan	UNCERTAIN	default
地	zuantianrude	钻天入地	0	zuantianrudi	LIKELY_SPURIOUS	>=3-char prefix '钻天入' + 助词 (long phrase + 助词)
地	zuiede	罪恶地	0	zuiedi	UNCERTAIN	2-char prefix '罪恶' + 助词 (V+助词 or 2-char N+助词)
地	zuiezhide	罪恶之地	0	zuiezhidi	LIKELY_SPURIOUS	>=3-char prefix '罪恶之' + 助词 (long phrase + 助词)
地	zuodefenzang	坐地分脏	0	zuodifenzang	UNCERTAIN	default
得	deichu	得出	34036	dechu	UNCERTAIN	default
得	deiyou	得有	31924	deyou	UNCERTAIN	default
得	biandei	变得	31834	biande	UNCERTAIN	single-char prefix '变' + 助词 (likely legitimate N+助词,但 ambiguous)
得	deiyi	得以	31620	deyi	UNCERTAIN	default
得	kandei	看得	31253	kande	UNCERTAIN	single-char prefix '看' + 助词 (likely legitimate N+助词,但 ambiguous)
得	deifen	得分	30053	defen	UNCERTAIN	default
得	meidei	没得	29193	meide	UNCERTAIN	single-char prefix '没' + 助词 (likely legitimate N+助词,但 ambiguous)
得	deibudao	得不到	29083	debudao	UNCERTAIN	default
得	deilai	得来	28983	delai	UNCERTAIN	default
得	bidei	彼得	28243	bide	UNCERTAIN	single-char prefix '彼' + 助词 (likely legitimate N+助词,但 ambiguous)
得	kandeichu	看得出	26996	kandechu	UNCERTAIN	default
得	deizhu	得住	26878	dezhu	UNCERTAIN	default
得	huodei	活得	26467	huode	UNCERTAIN	single-char prefix '活' + 助词 (likely legitimate N+助词,但 ambiguous)
得	deixia	得下	26345	dexia	UNCERTAIN	default
得	dadei	打得	26279	dade	UNCERTAIN	single-char prefix '打' + 助词 (likely legitimate N+助词,但 ambiguous)
得	deizhu	得主	26026	dezhu	UNCERTAIN	default
得	kandeijian	看得见	25849	kandejian	UNCERTAIN	default
得	kandeixian	看得见	25849	kandejian	UNCERTAIN	default
得	shuodeihao	说得好	25652	shuodehao	UNCERTAIN	default
得	deishi	得失	25195	deshi	UNCERTAIN	default
得	kedei	可得	24453	kede	UNCERTAIN	single-char prefix '可' + 助词 (likely legitimate N+助词,但 ambiguous)
得	yongdei	用得	24305	yongde	UNCERTAIN	single-char prefix '用' + 助词 (likely legitimate N+助词,但 ambiguous)
得	deijiu	得救	23994	dejiu	UNCERTAIN	default
得	shoudeile	受得了	23939	shoudele	UNCERTAIN	2-char prefix '受得' + 助词 (V+助词 or 2-char N+助词)
得	shoudeiliao	受得了	23939	shoudele	UNCERTAIN	2-char prefix '受得' + 助词 (V+助词 or 2-char N+助词)
得	jingdeiqi	经得起	23819	jingdeqi	UNCERTAIN	default
得	deibing	得病	23645	debing	UNCERTAIN	default
得	deiyong	得用	23552	deyong	UNCERTAIN	default
得	deicheng	得成	23504	decheng	UNCERTAIN	default
得	meidei	美得	23479	meide	UNCERTAIN	single-char prefix '美' + 助词 (likely legitimate N+助词,但 ambiguous)
得	deiming	得名	23253	deming	UNCERTAIN	default
得	paidei	拍得	23135	paide	UNCERTAIN	single-char prefix '拍' + 助词 (likely legitimate N+助词,但 ambiguous)
得	xiadei	下得	23061	xiade	UNCERTAIN	single-char prefix '下' + 助词 (likely legitimate N+助词,但 ambiguous)
得	shangdei	上得	23007	shangde	UNCERTAIN	single-char prefix '上' + 助词 (likely legitimate N+助词,但 ambiguous)
得	maidei	买得	22864	maide	UNCERTAIN	single-char prefix '买' + 助词 (likely legitimate N+助词,但 ambiguous)
得	kandeichulai	看得出来	22815	kandechulai	UNCERTAIN	default
得	deixian	得闲	22797	dexian	UNCERTAIN	default
得	deijiang	得奖	22771	dejiang	UNCERTAIN	default
