# char\tcodepoint\ttier\thsk_level\tcanonical_reading
# tier: 1/2/3 from 通用规范汉字表 一/二/三级
# hsk_level: 0=non-HSK, 1-6 HSK 2.0 single-char level
# Source: 通用规范汉字表 2013 + mozillazg kMandarin_8105 + HSK 2.0
即	5373	1	0	jí
却	5374	1	4	què
卵	5375	1	0	luǎn
卷	5377	1	5	juǎn
卸	5378	1	0	xiè
卿	537F	1	0	qīng
厂	5382	1	0	chǎng
厅	5385	1	0	tīng
历	5386	1	0	lì
厉	5389	1	0	lì
压	538B	1	0	yā
厌	538C	1	0	yàn
厕	5395	1	0	cè
厘	5398	1	0	lí
厚	539A	1	4	hòu
原	539F	1	0	yuán
厢	53A2	1	0	xiāng
厦	53A6	1	0	shà
厨	53A8	1	0	chú
去	53BB	1	1	qù
县	53BF	1	5	xiàn
叁	53C1	1	0	sān
参	53C2	1	0	cān
又	53C8	1	3	yòu
叉	53C9	1	0	chā
及	53CA	1	0	jí
友	53CB	1	0	yǒu
双	53CC	1	3	shuāng
反	53CD	1	0	fǎn
发	53D1	1	4	fā
叔	53D4	1	0	shū
取	53D6	1	4	qǔ
受	53D7	1	0	shòu
变	53D8	1	0	biàn
叙	53D9	1	0	xù
叛	53DB	1	0	pàn
叠	53E0	1	0	dié
口	53E3	1	3	kǒu
古	53E4	1	0	gǔ
句	53E5	1	0	jù
另	53E6	1	0	lìng
叨	53E8	1	0	dāo
叩	53E9	1	0	kòu
只	53EA	1	3	zhǐ
叫	53EB	1	1	jiào
召	53EC	1	0	zhào
叭	53ED	1	0	bā
叮	53EE	1	0	dīng
可	53EF	1	0	kě
台	53F0	1	4	tái
史	53F2	1	0	shǐ
右	53F3	1	0	yòu
叶	53F6	1	0	yè
号	53F7	1	2	hào
司	53F8	1	0	sī
叹	53F9	1	0	tàn
叼	53FC	1	6	diāo
叽	53FD	1	0	jī
吁	5401	1	0	xū
吃	5403	1	1	chī
各	5404	1	4	gè
吆	5406	1	0	yāo
合	5408	1	0	hé
吉	5409	1	0	jí
吊	540A	1	6	diào
同	540C	1	0	tóng
名	540D	1	0	míng
后	540E	1	0	hòu
吏	540F	1	0	lì
吐	5410	1	5	tǔ
向	5411	1	2	xiàng
吓	5413	1	5	xià
吕	5415	1	0	lǚ
吗	5417	1	1	ma
君	541B	1	0	jūn
吝	541D	1	0	lìn
吞	541E	1	0	tūn
吟	541F	1	0	yín
吠	5420	1	0	fèi
否	5426	1	0	fǒu
吧	5427	1	2	ba
吨	5428	1	5	dūn
吩	5429	1	0	fēn
含	542B	1	0	hán
听	542C	1	1	tīng
吭	542D	1	0	kēng
吮	542E	1	0	shǔn
启	542F	1	0	qǐ
吱	5431	1	0	zhī
吴	5434	1	0	wú
吵	5435	1	4	chǎo
吸	5438	1	0	xī
吹	5439	1	5	chuī
吻	543B	1	5	wěn
吼	543C	1	6	hǒu
吾	543E	1	0	wú
呀	5440	1	4	ya
呆	5446	1	5	dāi
呈	5448	1	0	chéng
告	544A	1	0	gào
呐	5450	1	0	nà
呕	5455	1	0	ǒu
员	5458	1	0	yuán
呛	545B	1	0	qiāng
呜	545C	1	0	wū
呢	5462	1	1	ne
周	5468	1	0	zhōu
味	5473	1	0	wèi
呵	5475	1	6	hē
呻	547B	1	0	shēn
呼	547C	1	0	hū
命	547D	1	0	mìng
咄	5484	1	0	duō
咋	548B	1	6	zǎ
和	548C	1	1	hé
咏	548F	1	0	yǒng
咐	5490	1	0	fù
咒	5492	1	0	zhòu
咕	5495	1	0	gū
咖	5496	1	0	kā
咙	5499	1	0	lóng
咧	54A7	1	0	liě
咨	54A8	1	0	zī
咪	54AA	1	0	mī
咬	54AC	1	5	yǎo
咱	54B1	1	0	zán
咳	54B3	1	0	ké
咸	54B8	1	4	xián
咽	54BD	1	0	yàn
哀	54C0	1	0	āi
品	54C1	1	0	pǐn
哄	54C4	1	6	hǒng
哆	54C6	1	0	duō
哇	54C7	1	6	wa
哈	54C8	1	5	hā
哉	54C9	1	0	zāi
响	54CD	1	4	xiǎng
哎	54CE	1	0	āi
哑	54D1	1	0	yǎ
哗	54D7	1	0	huā
哟	54DF	1	0	yō
哥	54E5	1	0	gē
哦	54E6	1	6	ó
哨	54E8	1	6	shào
哩	54E9	1	0	lī
哪	54EA	1	1	nǎ
哭	54ED	1	3	kū
哮	54EE	1	0	xiāo
哲	54F2	1	0	zhé
哺	54FA	1	0	bǔ
哼	54FC	1	6	hēng
唁	5501	1	0	yàn
唆	5506	1	0	suō
唇	5507	1	0	chún
唉	5509	1	5	āi
唐	5510	1	0	táng
唠	5520	1	0	láo
唤	5524	1	0	huàn
唧	5527	1	0	jī
唬	552C	1	0	hǔ
售	552E	1	0	shòu
唯	552F	1	0	wéi
唱	5531	1	0	chàng
唾	553E	1	0	tuò
啃	5543	1	6	kěn
啄	5544	1	0	zhuó
商	5546	1	0	shāng
啊	554A	1	3	a
啡	5561	1	0	fēi
啤	5564	1	0	pí
啥	5565	1	6	shá
啦	5566	1	6	la
啪	556A	1	0	pā
啰	5570	1	0	luō
啸	5578	1	0	xiào
啼	557C	1	0	tí
喂	5582	1	1	wèi
善	5584	1	0	shàn
喇	5587	1	0	lǎ
喉	5589	1	0	hóu
喊	558A	1	5	hǎn
喘	5598	1	0	chuǎn
喜	559C	1	0	xǐ
喝	559D	1	1	hē
喧	55A7	1	0	xuān
喳	55B3	1	0	zhā
喷	55B7	1	0	pēn
喻	55BB	1	0	yù
嗅	55C5	1	0	xiù
嗓	55D3	1	0	sǎng
嗜	55DC	1	0	shì
嗡	55E1	1	0	wēng
嗦	55E6	1	0	suo
嗽	55FD	1	0	sòu
嘀	5600	1	0	dí
嘉	5609	1	0	jiā
嘛	561B	1	6	ma
嘱	5631	1	0	zhǔ
嘲	5632	1	0	cháo
嘴	5634	1	4	zuǐ
嘶	5636	1	0	sī
嘹	5639	1	0	liáo
嘻	563B	1	0	xī
嘿	563F	1	6	hēi
器	5668	1	0	qì
噩	5669	1	0	è
噪	566A	1	0	zào
嚎	568E	1	0	háo
嚣	56A3	1	0	xiāo
嚷	56B7	1	5	rǎng
嚼	56BC	1	0	jué
囊	56CA	1	0	náng
囚	56DA	1	0	qiú
四	56DB	1	1	sì
回	56DE	1	1	huí
因	56E0	1	0	yīn
团	56E2	1	5	tuán
囤	56E4	1	0	dùn
园	56ED	1	0	yuán
困	56F0	1	4	kùn
囱	56F1	1	0	cōng
围	56F4	1	0	wéi
固	56FA	1	0	gù
国	56FD	1	0	guó
图	56FE	1	0	tú
圃	5703	1	0	pǔ
圆	5706	1	4	yuán
圈	5708	1	5	quān
土	571F	1	0	tǔ
圣	5723	1	0	shèng
在	5728	1	1	zài
地	5730	1	3	dì
场	573A	1	4	chǎng
圾	573E	1	0	jī
址	5740	1	0	zhǐ
均	5747	1	0	jūn
坊	574A	1	0	fāng
坎	574E	1	0	kǎn
坏	574F	1	3	huài
坐	5750	1	1	zuò
坑	5751	1	6	kēng
块	5757	1	1	kuài
坚	575A	1	0	jiān
坛	575B	1	0	tán
坝	575D	1	0	bà
坟	575F	1	0	fén
坠	5760	1	0	zhuì
坡	5761	1	6	pō
坤	5764	1	0	kūn
坦	5766	1	0	tǎn
坪	576A	1	0	píng
坯	576F	1	0	pī
坷	5777	1	0	kě
垂	5782	1	0	chuí
垃	5783	1	0	lā
垄	5784	1	0	lǒng
型	578B	1	0	xíng
垒	5792	1	0	lěi
垛	579B	1	0	duǒ
垢	57A2	1	0	gòu
垦	57A6	1	0	kěn
垫	57AB	1	6	diàn
垮	57AE	1	0	kuǎ
埂	57C2	1	0	gěng
埃	57C3	1	0	āi
埋	57CB	1	0	mái
城	57CE	1	0	chéng
域	57DF	1	0	yù
埠	57E0	1	0	bù
培	57F9	1	0	péi
基	57FA	1	0	jī
堂	5802	1	0	táng
堆	5806	1	5	duī
堕	5815	1	0	duò
堡	5821	1	0	bǎo
堤	5824	1	0	dī
堪	582A	1	0	kān
堰	5830	1	0	yàn
堵	5835	1	0	dǔ
塌	584C	1	6	tā
塑	5851	1	0	sù
塔	5854	1	5	tǎ
塘	5858	1	0	táng
塞	585E	1	0	sāi
填	586B	1	0	tián
境	5883	1	0	jìng
墅	5885	1	0	shù
墓	5893	1	0	mù
墙	5899	1	4	qiáng
增	589E	1	0	zēng
墟	589F	1	0	xū
墨	58A8	1	0	mò
墩	58A9	1	0	dūn
壁	58C1	1	0	bì
壤	58E4	1	0	rǎng
士	58EB	1	0	shì
壬	58EC	1	0	rén
壮	58EE	1	0	zhuàng
声	58F0	1	0	shēng
壳	58F3	1	0	ké
壶	58F6	1	5	hú
壹	58F9	1	0	yī
处	5904	1	0	chù
备	5907	1	0	bèi
复	590D	1	0	fù
夏	590F	1	3	xià
夕	5915	1	0	xī
外	5916	1	2	wài
多	591A	1	1	duō
夜	591C	1	5	yè
够	591F	1	4	gòu
大	5927	1	1	dà
天	5929	1	0	tiān
太	592A	1	1	tài
夫	592B	1	0	fū
夭	592D	1	0	yāo
央	592E	1	0	yāng
夯	592F	1	0	hāng
失	5931	1	0	shī
头	5934	1	0	tóu
夷	5937	1	0	yí
夸	5938	1	5	kuā
夹	5939	1	0	jiā
夺	593A	1	0	duó
奇	5947	1	0	qí
奈	5948	1	0	nài
奉	5949	1	0	fèng
奋	594B	1	0	fèn
奏	594F	1	0	zòu
契	5951	1	0	qì
奔	5954	1	0	bēn
奖	5956	1	0	jiǎng
套	5957	1	5	tào
奠	5960	1	0	diàn
奢	5962	1	0	shē
奥	5965	1	0	ào
女	5973	1	0	nǚ
奴	5974	1	0	nú
奶	5976	1	0	nǎi
奸	5978	1	0	jiān
她	5979	1	1	tā
好	597D	1	1	hǎo
如	5982	1	0	rú
妃	5983	1	0	fēi
妄	5984	1	0	wàng
妆	5986	1	0	zhuāng
妇	5987	1	0	fù
妈	5988	1	0	mā
妒	5992	1	0	dù
妓	5993	1	0	jì
妖	5996	1	0	yāo
妙	5999	1	0	miào
妥	59A5	1	0	tuǒ
妨	59A8	1	0	fáng
妮	59AE	1	0	nī
妹	59B9	1	0	mèi
妻	59BB	1	0	qī
姆	59C6	1	0	mǔ
姊	59CA	1	0	zǐ
始	59CB	1	0	shǐ
姐	59D0	1	0	jiě
姑	59D1	1	0	gū
姓	59D3	1	2	xìng
委	59D4	1	0	wěi
姚	59DA	1	0	yáo
姜	59DC	1	0	jiāng
姥	59E5	1	0	lǎo
姨	59E8	1	0	yí
姻	59FB	1	0	yīn
姿	59FF	1	0	zī
威	5A01	1	0	wēi
娃	5A03	1	0	wá
娄	5A04	1	0	lóu
娇	5A07	1	0	jiāo
娘	5A18	1	0	niáng
娜	5A1C	1	0	nà
娟	5A1F	1	0	juān
娥	5A25	1	0	é
娱	5A31	1	0	yú
娶	5A36	1	5	qǔ
婆	5A46	1	0	pó
婉	5A49	1	0	wǎn
婚	5A5A	1	0	hūn
婪	5A6A	1	0	lán
婴	5A74	1	0	yīng
婶	5A76	1	0	shěn
婿	5A7F	1	0	xù
媒	5A92	1	0	méi
媚	5A9A	1	0	mèi
媳	5AB3	1	0	xí
嫁	5AC1	1	5	jià
嫂	5AC2	1	0	sǎo
嫉	5AC9	1	0	jí
嫌	5ACC	1	6	xián
嫩	5AE9	1	5	nèn
子	5B50	1	0	zi
孔	5B54	1	6	kǒng
孕	5B55	1	0	yùn
字	5B57	1	1	zì
存	5B58	1	5	cún
孙	5B59	1	0	sūn
孝	5B5D	1	0	xiào
孟	5B5F	1	0	mèng
季	5B63	1	0	jì
孤	5B64	1	0	gū
学	5B66	1	0	xué
孩	5B69	1	0	hái
孵	5B75	1	0	fū
孽	5B7D	1	0	niè
宁	5B81	1	0	níng
它	5B83	1	2	tā
宅	5B85	1	0	zhái
宇	5B87	1	0	yǔ
守	5B88	1	0	shǒu
安	5B89	1	0	ān
宋	5B8B	1	0	sòng
完	5B8C	1	2	wán
宏	5B8F	1	0	hóng
宗	5B97	1	0	zōng
官	5B98	1	5	guān
宙	5B99	1	0	zhòu
定	5B9A	1	0	dìng
宛	5B9B	1	0	wǎn
宜	5B9C	1	0	yí
宝	5B9D	1	0	bǎo
实	5B9E	1	0	shí
宠	5BA0	1	0	chǒng
审	5BA1	1	0	shěn
客	5BA2	1	0	kè
宣	5BA3	1	0	xuān
室	5BA4	1	0	shì
宦	5BA6	1	0	huàn
宪	5BAA	1	0	xiàn
宫	5BAB	1	0	gōng
宰	5BB0	1	6	zǎi
害	5BB3	1	0	hài
宴	5BB4	1	0	yàn
宵	5BB5	1	0	xiāo
家	5BB6	1	1	jiā
容	5BB9	1	0	róng
宽	5BBD	1	4	kuān
宾	5BBE	1	0	bīn
宿	5BBF	1	0	sù
寂	5BC2	1	0	jì
寄	5BC4	1	4	jì
寅	5BC5	1	0	yín
密	5BC6	1	0	mì
寇	5BC7	1	0	kòu
富	5BCC	1	4	fù
寒	5BD2	1	0	hán
寓	5BD3	1	0	yù
寝	5BDD	1	0	qǐn
寞	5BDE	1	0	mò
察	5BDF	1	0	chá
寡	5BE1	1	0	guǎ
寥	5BE5	1	0	liáo
寨	5BE8	1	0	zhài
寸	5BF8	1	0	cùn
对	5BF9	1	4	duì
寺	5BFA	1	0	sì
寻	5BFB	1	0	xún
导	5BFC	1	0	dǎo
寿	5BFF	1	0	shòu
封	5C01	1	0	fēng
射	5C04	1	0	shè
将	5C06	1	0	jiāng
尉	5C09	1	0	wèi
尊	5C0A	1	0	zūn
小	5C0F	1	1	xiǎo
少	5C11	1	1	shǎo
尔	5C14	1	0	ěr
尖	5C16	1	0	jiān
尘	5C18	1	0	chén
尚	5C1A	1	0	shàng
尝	5C1D	1	4	cháng
尤	5C24	1	0	yóu
尧	5C27	1	0	yáo
尬	5C2C	1	0	gà
就	5C31	1	2	jiù
尴	5C34	1	0	gān
尸	5C38	1	0	shī
尺	5C3A	1	0	chǐ
尼	5C3C	1	0	ní
尽	5C3D	1	0	jǐn
尾	5C3E	1	0	wěi
尿	5C3F	1	0	niào
局	5C40	1	0	jú
屁	5C41	1	0	pì
层	5C42	1	3	céng
居	5C45	1	0	jū
屈	5C48	1	0	qū
屉	5C49	1	0	tì
届	5C4A	1	5	jiè
屋	5C4B	1	0	wū
屎	5C4E	1	0	shǐ
屏	5C4F	1	0	píng
屑	5C51	1	6	xiè
展	5C55	1	0	zhǎn
属	5C5E	1	0	shǔ
屠	5C60	1	0	tú
屡	5C61	1	0	lǚ
履	5C65	1	0	lǚ
屯	5C6F	1	0	tún
山	5C71	1	0	shān
屹	5C79	1	0	yì
屿	5C7F	1	0	yǔ
岁	5C81	1	1	suì
岂	5C82	1	0	qǐ
岔	5C94	1	6	chà
岖	5C96	1	0	qū
岗	5C97	1	0	gǎng
岛	5C9B	1	5	dǎo
岩	5CA9	1	0	yán
岭	5CAD	1	0	lǐng
岳	5CB3	1	0	yuè
岸	5CB8	1	5	àn
峡	5CE1	1	0	xiá
峦	5CE6	1	0	luán
峨	5CE8	1	0	é
