# code	word	freq	source	class_hint
haohao	灏灏	10347	digested	unknown
caca	嚓嚓	10338	digested	unknown
nini	霓霓	10333	digested	unknown
shuaishuai	衰衰	10333	digested	unknown
cici	词词	10279	digested	unknown
jiji	籍籍	10255	digested	unknown
chuangchuang	创创	10249	digested	unknown
cuocuo	挫挫	10249	digested	unknown
dengdeng	瞪瞪	10249	digested	unknown
kangkang	扛扛	10249	digested	unknown
sisi	私私	10249	digested	unknown
zhuzhu	柱柱	10241	digested	unknown
ganggang	钢钢	10234	digested	unknown
susu	簌簌	10234	digested	unknown
cangcang	仓仓	10142	digested	unknown
caocao	糙糙	10142	digested	unknown
gangan	肝肝	10142	digested	unknown
gougou	购购	10142	digested	unknown
huohuo	豁豁	10142	digested	unknown
lili	狸狸	10142	digested	unknown
saisai	噻噻	10142	digested	unknown
shushu	薯薯	10142	digested	unknown
tata	拓拓	10142	digested	unknown
yunyun	匀匀	10142	digested	unknown
changchang	厂厂	10121	digested	unknown
jiji	寄寄	10109	digested	unknown
kuangkuang	狂狂	10109	digested	unknown
meimei	煤煤	10109	digested	unknown
yanyan	盐盐	10109	digested	unknown
sunsun	损损	10091	digested	unknown
lianlian	链链	10079	digested	unknown
dundun	炖炖	10032	digested	unknown
gonggong	拱拱	10032	digested	unknown
gugu	估估	10032	digested	unknown
huhu	狐狐	10032	digested	unknown
lengleng	楞楞	10032	digested	unknown
nunu	怒怒	10032	digested	unknown
pipi	啤啤	10032	digested	unknown
ququ	驱驱	10032	digested	unknown
tongtong	铜铜	10032	digested	unknown
zhaizhai	摘摘	10032	digested	unknown
mianmian	免免	9992	digested	unknown
jiejie	桀桀	9989	digested	unknown
fenfen	粉粉	9986	digested	unknown
mengmeng	盟盟	9977	digested	unknown
pingping	乒乒	9975	digested	unknown
gugu	汩汩	9950	digested	unknown
tete	忒忒	9946	digested	unknown
dudu	赌赌	9916	digested	unknown
hengheng	横横	9916	digested	unknown
yiyi	怡怡	9916	digested	unknown
tongtong	筒筒	9914	digested	unknown
tantan	坛坛	9906	digested	unknown
huanghuang	煌煌	9904	digested	unknown
youyou	忧忧	9864	digested	unknown
mama	玛玛	9845	digested	unknown
youyou	幼幼	9840	digested	unknown
tingting	庭庭	9812	digested	unknown
xuanxuan	旋旋	9812	digested	unknown
anan	俺俺	9795	digested	unknown
guigui	跪跪	9795	digested	unknown
jinjin	锦锦	9795	digested	unknown
lala	喇喇	9795	digested	unknown
longlong	笼笼	9795	digested	unknown
pangpang	庞庞	9795	digested	unknown
qianqian	潜潜	9795	digested	unknown
xunxun	巡巡	9795	digested	unknown
yunyun	允允	9795	digested	unknown
yuyu	瑜瑜	9795	digested	unknown
chenchen	臣臣	9777	digested	unknown
shushu	蜀蜀	9772	digested	unknown
xiexie	屑屑	9772	digested	unknown
dingding	丁丁	9734	digested	unknown
pupu	铺铺	9731	digested	unknown
yongyong	泳泳	9731	digested	unknown
ee	恶恶	9730	digested	unknown
ewu	恶恶	9730	digested	unknown
wue	恶恶	9730	digested	unknown
wuwu	恶恶	9730	digested	unknown
diedie	碟碟	9723	digested	unknown
miaomiao	庙庙	9723	digested	unknown
qiqi	旗旗	9715	digested	unknown
tuntun	屯屯	9704	digested	unknown
lulu	炉炉	9683	digested	unknown
diedie	蝶蝶	9667	digested	unknown
fufu	弗弗	9667	digested	unknown
keke	嗑嗑	9667	digested	unknown
niangniang	酿酿	9667	digested	unknown
shenshen	审审	9667	digested	unknown
zongzong	粽粽	9667	digested	unknown
nainai	耐耐	9578	digested	unknown
baobao	煲煲	9533	digested	unknown
jiaojiao	饺饺	9533	digested	unknown
momo	魔魔	9533	digested	unknown
titi	剃剃	9533	digested	unknown
wenwen	吻吻	9533	digested	unknown
yiyi	忆忆	9533	digested	unknown
zuzu	族族	9467	digested	unknown
duidui	兑兑	9449	digested	unknown
fufu	腐腐	9444	digested	unknown
huanhuan	幻幻	9444	digested	unknown
fenfen	粪粪	9392	digested	unknown
jianjian	煎煎	9392	digested	unknown
kongkong	恐恐	9392	digested	unknown
qiangqiang	呛呛	9392	digested	unknown
weiwei	胃胃	9392	digested	unknown
yinyin	饮饮	9392	digested	unknown
youyou	邮邮	9392	digested	unknown
cece	侧侧	9370	digested	unknown
zhizhi	职职	9350	digested	unknown
liaoliao	疗疗	9346	digested	unknown
lielie	猎猎	9346	digested	unknown
sasa	萨萨	9345	digested	unknown
leilei	勒勒	9324	digested	unknown
xingxing	悻悻	9305	digested	unknown
chuangchuang	幢幢	9302	digested	unknown
titi	踢踢	9294	digested	unknown
sengseng	僧僧	9288	digested	unknown
beibei	倍倍	9259	digested	unknown
kuku	库库	9253	digested	unknown
chanchan	蝉蝉	9242	digested	unknown
huhu	壶壶	9242	digested	unknown
jiajia	贾贾	9242	digested	unknown
lianlian	炼炼	9242	digested	unknown
lielie	裂裂	9242	digested	unknown
lili	厉厉	9242	digested	unknown
papa	葩葩	9242	digested	unknown
tantan	叹叹	9242	digested	unknown
taotao	讨讨	9242	digested	unknown
xiexie	邪邪	9242	digested	unknown
suosuo	琐琐	9201	digested	unknown
ganggang	缸缸	9121	digested	unknown
fangfang	防防	9115	digested	unknown
gougou	钩钩	9115	digested	unknown
aiai	挨挨	9108	digested	unknown
chichi	翅翅	9084	digested	unknown
laolao	劳劳	9084	digested	unknown
caicai	财财	9083	digested	unknown
cancan	残残	9083	digested	unknown
chichi	哧哧	9083	digested	unknown
cuncun	寸寸	9083	digested	unknown
daodao	捣捣	9083	digested	unknown
fufu	肤肤	9083	digested	unknown
huaihuai	淮淮	9083	digested	unknown
jianjian	剑剑	9083	digested	unknown
lulu	卢卢	9083	digested	unknown
meimei	玫玫	9083	digested	unknown
wuwu	雾雾	9083	digested	unknown
yanyan	恹恹	9083	digested	unknown
zhengzheng	峥峥	9083	digested	unknown
dudu	督督	8978	digested	unknown
tantan	碳碳	8951	digested	unknown
gege	阁阁	8942	digested	unknown
shoushou	守守	8916	digested	unknown
guanguan	惯惯	8913	digested	unknown
guanguan	灌灌	8913	digested	unknown
hengheng	亨亨	8913	digested	unknown
jinjin	巾巾	8913	digested	unknown
nene	讷讷	8913	digested	unknown
susu	窣窣	8913	digested	unknown
wuwu	悟悟	8913	digested	unknown
xiangxiang	享享	8913	digested	unknown
xiaxia	侠侠	8913	digested	unknown
yueyue	粤粤	8913	digested	unknown
zaozao	枣枣	8913	digested	unknown
zhizhi	汁汁	8913	digested	unknown
zhizhi	织织	8913	digested	unknown
bobo	菠菠	8890	digested	unknown
cencen	涔涔	8884	digested	unknown
fufu	副副	8812	digested	unknown
shushu	淑淑	8750	digested	unknown
zhenzhen	朕朕	8750	digested	unknown
baobao	剥剥	8731	digested	unknown
cuocuo	措措	8731	digested	unknown
daidai	逮逮	8731	digested	unknown
daodao	盗盗	8731	digested	unknown
jiangjiang	僵僵	8731	digested	unknown
miaomiao	描描	8731	digested	unknown
shishi	狮狮	8731	digested	unknown
jiejie	截截	8692	digested	unknown
congcong	淙淙	8662	digested	unknown
nainai	妳妳	8542	digested	unknown
caocao	槽槽	8535	digested	unknown
cece	厕厕	8535	digested	unknown
dundun	囤囤	8535	digested	unknown
fufu	拂拂	8535	digested	unknown
gougou	苟苟	8535	digested	unknown
huihui	悔悔	8535	digested	unknown
lulu	芦芦	8535	digested	unknown
shengsheng	胜胜	8535	digested	unknown
sunsun	笋笋	8535	digested	unknown
tutu	屠屠	8535	digested	unknown
xingxing	腥腥	8535	digested	unknown
zaizai	宰宰	8535	digested	unknown
chengcheng	乘乘	8470	digested	unknown
feifei	啡啡	8470	digested	unknown
jianjian	舰舰	8411	digested	unknown
aiai	哀哀	8398	digested	unknown
songsong	耸耸	8347	digested	unknown
liangliang	踉踉	8325	digested	unknown
baba	疤疤	8323	digested	unknown
banban	扮扮	8323	digested	unknown
chichi	驰驰	8323	digested	unknown
dingding	盯盯	8323	digested	unknown
jiejie	捷捷	8323	digested	unknown
kuakua	跨跨	8323	digested	unknown
tantan	瘫瘫	8323	digested	unknown
wanwan	莞莞	8323	digested	unknown
weiwei	猥猥	8323	digested	unknown
wuwu	乌乌	8323	digested	unknown
yiyi	毅毅	8323	digested	unknown
rongrong	溶溶	8322	digested	unknown
caocao	曹曹	8315	digested	unknown
dingding	订订	8315	digested	unknown
momo	膜膜	8315	digested	unknown
qiqi	妻妻	8315	digested	unknown
shanshan	衫衫	8315	digested	unknown
dudu	笃笃	8313	digested	unknown
pipi	披披	8254	digested	unknown
penpen	喷喷	8241	digested	unknown
chouchou	仇仇	8228	digested	unknown
juanjuan	捐捐	8228	digested	unknown
xuxu	吁吁	8228	digested	unknown
binbin	滨滨	8091	digested	unknown
chunchun	唇唇	8091	digested	unknown
fenfen	奋奋	8091	digested	unknown
genggeng	梗梗	8091	digested	unknown
huihui	毁毁	8091	digested	unknown
kuikui	亏亏	8091	digested	unknown
tantan	毯毯	8091	digested	unknown
tutu	途途	8091	digested	unknown
xixi	晰晰	8091	digested	unknown
yaya	鸦鸦	8091	digested	unknown
zhengzheng	挣挣	8091	digested	unknown
hunhun	魂魂	8067	digested	unknown
shuishui	税税	8005	digested	unknown
yingying	荧荧	7959	digested	unknown
ruru	蠕蠕	7699	digested	unknown
dundun	钝钝	7552	digested	unknown
zhengzheng	怔怔	7552	digested	unknown
zhenzhen	蓁蓁	7552	digested	unknown
lanlan	兰兰	7486	digested	name
shenshen	申申	7486	digested	unknown
zuizui	罪罪	7352	digested	unknown
gaogao	杲杲	7320	digested	unknown
juju	踽踽	7320	digested	unknown
xuxu	煦煦	7320	digested	unknown
paopao	跑跑	7303	digested	verb_redup
jiji	汲汲	7273	digested	unknown
chengcheng	程程	7251	digested	unknown
wowo	沃沃	7233	digested	unknown
juju	锯锯	7130	digested	unknown
junjun	郡郡	7101	digested	unknown
xianxian	险险	7099	digested	unknown
xiaoxiao	哓哓	7099	digested	unknown
chunchun	醇醇	6868	digested	unknown
lingling	陵陵	6619	digested	unknown
caca	擦擦	6407	digested	unknown
changchang	昌昌	6343	digested	unknown
huahua	华华	6343	digested	unknown
yaya	雅雅	6343	digested	unknown
erer	尔尔	5922	digested	unknown
fengfeng	封封	5922	digested	unknown
huanghuang	黄黄	5922	digested	unknown
jingjing	井井	5922	digested	unknown
rongrong	容容	5922	digested	unknown
xianxian	鲜鲜	5922	digested	adj_redup
yinyin	印印	5922	digested	unknown
yuyu	于于	5922	digested	unknown
koukou	扣扣	5899	digested	unknown
juanjuan	眷眷	5895	digested	unknown
yaya	轧轧	5771	digested	unknown
zhangzhang	彰彰	5633	digested	unknown
sheshe	设设	5433	digested	unknown
aiai	艾艾	5375	digested	unknown
lili	黎黎	5375	digested	unknown
pupu	朴朴	5375	digested	unknown
shishi	施施	5375	digested	unknown
wenwen	温温	5375	digested	unknown
zhanzhan	展展	5375	digested	unknown
benben	苯苯	5286	digested	unknown
kengkeng	铿铿	5286	digested	unknown
wanwan	婠婠	5286	digested	unknown
yeye	噎噎	5286	digested	unknown
sisi	咝咝	5163	digested	unknown
zhuozhuo	濯濯	5163	digested	unknown
linlin	鳞鳞	4747	digested	unknown
lanlan	烂烂	4652	digested	unknown
shuangshuang	爽爽	4277	digested	unknown
yiyi	悒悒	4193	digested	unknown
aiai	蔼蔼	4131	digested	unknown
sheshe	射射	3861	digested	unknown
keke	渴渴	3686	digested	unknown
chuochuo	戳戳	3239	digested	unknown
lili	呖呖	3135	digested	unknown
linlin	辚辚	3094	digested	unknown
zhengzheng	诤诤	3094	digested	unknown
aiai	霭霭	2987	digested	unknown
jiji	鸡鸡	2987	digested	unknown
shanshan	潸潸	2987	digested	unknown
changchang	怅怅	2367	digested	unknown
gungun	衮衮	2367	digested	unknown
shanshan	讪讪	2367	digested	unknown
kaokao	靠靠	1493	digested	unknown
chouchou	抽抽	0	digested	unknown
dangdang	噹噹	0	digested	unknown
diaodiao	吊吊	0	digested	unknown
dundun	惇惇	0	digested	unknown
gugu	鸪鸪	0	digested	unknown
guigui	硅硅	0	digested	unknown
guoguo	嘓嘓	0	digested	unknown
lingling	呤呤	0	digested	unknown
linlin	磷磷	0	digested	unknown
luoluo	荦荦	0	digested	unknown
niaoniao	嫋嫋	0	digested	unknown
pipi	狉狉	0	digested	unknown
ruru	嚅嚅	0	digested	unknown
xiaoxiao	销销	0	digested	unknown
zhizhi	蜘蜘	0	digested	unknown
